"","Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"251","Onder","M","MU","MU17",2533.72382573333,63.2506723939703,2543.9756355,2356.304078,2675.125666,11.5479400158489,0.0249635227610743,2675.125666
"252","Onder","M","MU","MU18",2443.3618163,55.2270032272799,2449.7361165,2317.081359,2574.661996,10.0830251503306,0.0226028756195063,2412.09969
"253","Onder","M","MU","MU19",2511.84923473333,54.3034407794893,2510.192842,2412.007588,2604.15497,9.91440648835741,0.0216189092994088,2555.153052
"254","Onder","M","MU","MU2",2470.49956006452,84.699104798353,2485.587147,2267.227509,2601.236316,15.2124082987056,0.0342842015305362,2378.585986
"255","Onder","M","MU","MU20",2524.5136009,71.4665818259855,2537.6574955,2361.693825,2652.35959,13.0479529912937,0.0283090500286896,2474.802807
"256","Onder","M","MU","MU3",2511.55647705714,73.0460648998851,2507.4368815,2318.829249,2669.523132,5.04065736328971,0.0290839826088542,2587.370718
"257","Onder","M","MU","MU4",2507.46593633333,85.2387743137533,2523.299977,2282.173619,2640.138441,15.5623998219115,0.0339939909366817,2501.586398
"258","Onder","M","MU","MU5",2477.50231756667,59.6191471819272,2483.7157885,2371.984118,2590.384388,10.8849172569207,0.0240642144950579,2450.393253
"259","Onder","M","MU","MU6",2485.82933206667,56.8129761271049,2496.3839155,2338.577536,2581.159291,10.3725828612726,0.0228547372075105,2364.152433
"260","Onder","M","MU","MU7",2424.14797083333,53.4483231912516,2429.962326,2314.305327,2566.535832,9.75828409089167,0.0220482923626473,2410.354151
"261","Onder","M","MU","MU8",2496.0943211,50.8728508560127,2499.4197765,2381.887831,2581.99255,9.28806932614472,0.0203809809693384,2523.20223
"262","Onder","M","MU","MU9",2461.6373424,90.9884810404914,2480.462358,2264.640238,2641.501796,16.6121478463361,0.0369625856226983,2531.221545
"263","Onder","M","RE","RE1",2532.32493144828,49.5233643651553,2534.713096,2430.500862,2618.738944,9.19625789345287,0.0195564809832015,2537.438325
"264","Onder","M","RE","RE10",2548.33936966667,65.7743561559556,2553.344537,2337.056589,2654.75441,11.449845741624,0.0258106737818673,2606.043741
"265","Onder","M","RE","RE11",2496.21761896667,68.0700277453349,2510.161648,2342.80707,2614.710417,12.4278298953741,0.0272692682032719,2405.336659
"266","Onder","M","RE","RE12",2563.72945356667,61.8123543317872,2575.7701905,2421.914142,2646.215083,11.285340266674,0.0241103265579734,2475.523604
"267","Onder","M","RE","RE13",2468.48490836667,61.9106946805915,2457.6285935,2356.072462,2576.597065,11.3032946757917,0.0250804428541377,2387.158619
"268","Onder","M","RE","RE15",2489.62168686667,50.568618052334,2489.6769055,2384.160008,2597.067983,9.23252426970876,0.0203117679762733,2483.66138
"269","Onder","M","RE","RE16",2558.5256356,88.293873928445,2550.029975,2368.52642,2738.817801,16.1201821467089,0.0345096694361396,2425.209602
"270","Onder","M","RE","RE17",2588.98541983333,82.979947690193,2591.843515,2360.986858,2764.891551,15.1499963901725,0.0320511452302944,2578.689099
"271","Onder","M","RE","RE18",2547.34791076667,61.9517828321349,2545.741354,2395.031206,2699.549481,11.3107963116072,0.024320110562946,2602.801431
"272","Onder","M","RE","RE2",2642.82065557143,88.684781912443,2644.9601805,2461.485663,2781.429339,16.7598484297374,0.0335568672529796,2712.662271
"273","Onder","M","RE","RE3",2514.90205316667,57.7933417348953,2515.408309,2410.766698,2624.020019,10.5515723139356,0.0229803549057205,2469.934817
"274","Onder","M","RE","RE4",2605.11050406452,47.7122948248669,2608.362896,2487.825439,2686.41718,8.56938112241076,0.018314883284385,2487.825439
"275","Onder","M","RE","RE5",2510.4965086,63.5322316390999,2512.0242495,2333.792199,2607.317802,11.5993454657928,0.0253066401094217,2585.80389
"276","Onder","M","RE","RE6",2618.75395346667,87.0436274533936,2623.8403445,2394.252055,2756.576909,15.8919194144332,0.033238566509147,2545.287562
"277","Onder","M","RE","RE7",2647.39867506667,58.2080544711499,2643.663564,2455.801019,2757.621916,10.6272881541127,0.0219868866065985,2644.78066
"278","Onder","M","RE","RE8",2547.31697978261,56.0415553643731,2551.217681,2425.087627,2645.682114,11.6854720796494,0.0220002284007685,2534.338511
"279","Onder","M","UM","UM13",2473.92906533333,54.8225915438529,2477.65377,2359.889345,2559.580541,10.0091900164867,0.0221601307458935,2477.319236
"280","Onder","M","UM","UM17",2586.85377413333,71.5349761679561,2584.6372065,2437.94216,2699.053884,13.0604400325947,0.0276532739821841,2699.053884
"281","Onder","M","UM","UM18",2503.2020339,52.903914929426,2509.223425,2413.720418,2642.434373,9.65888919572698,0.0211344966219133,2438.359117
"282","Onder","M","UM","UM2",2321.73463958065,184.710165438225,2414.150633,2047.465299,2544.103588,33.1749250509479,0.0795569667132965,2076.06814
"283","Onder","M","UM","UM20",2492.59898573333,51.4891725291203,2492.2938015,2383.482668,2606.004206,9.40059375382484,0.0206568215841474,2431.326168
"284","Onder","M","UM","UM21",2521.44676166667,71.7908805282468,2524.575574,2302.366414,2648.187685,13.1071615628264,0.0284720984871373,2493.839104
"285","Onder","M","UM","UM22",2552.44364646667,74.6452543749915,2574.973086,2368.252836,2684.946675,13.6282965439647,0.0292446238640068,2605.520009
"286","Onder","M","UM","UM23",2524.7172296,43.4187027293407,2532.9320245,2439.502661,2598.851027,7.92713430082367,0.017197451746396,2474.831103
"287","Onder","M","UM","UM25",2578.31051483333,55.5145066627961,2591.239431,2445.08809,2688.073586,10.1355158559948,0.0215313502169015,2610.53184
"288","Onder","M","UM","UM26",2511.37268876667,58.970404105279,2500.678586,2375.870808,2641.774962,10.7664735178855,0.0234813432387207,2525.802214
"289","Onder","M","UM","UM28",2534.2798902,73.4544786978237,2531.2049285,2347.153637,2669.370408,13.4108916441936,0.0289843592185182,2495.717348
"290","Onder","M","UM","UM29",2526.0483499,42.1688032475591,2522.270076,2451.864581,2596.803598,7.69893492056175,0.0166935851600895,2451.864581
"291","Onder","M","UM","UM4",2536.75718406452,89.9446680437644,2546.522325,2360.627328,2713.546366,16.1545392696983,0.0354565539850569,2634.512068
"292","Onder","M","UM","UM5",2485.00754659375,69.3610110212561,2479.66792,2377.954787,2675.359746,12.2614103107713,0.0279117908983136,2458.813951
"293","Onder","M","UM","UM6",2535.63544435484,66.3173128025891,2533.431116,2369.656789,2654.356889,11.9109409955131,0.0261541196508486,2437.936052
"294","Onder","M","UM","UM7",2582.15168496875,73.0591246563716,2605.534899,2409.290986,2675.665855,12.9151506180184,0.0282938934539222,2580.091477
"295","Onder","M","UM","UM9",2548.4975003,62.6084657219418,2544.6486565,2414.358103,2655.086844,11.4306896555655,0.0245668146484632,2414.358103
"296","Onder","M","VA","VA1",2410.17266912903,84.3267894650426,2403.725012,2305.631135,2687.924012,15.1455384908172,0.0349878622993082,2517.303319
"297","Onder","M","VA","VA11",2531.90713643333,82.3322230756126,2525.193345,2347.435682,2700.048117,15.0317385960201,0.0325178684047603,2640.125636
"298","Onder","M","VA","VA15",2485.88165371875,48.8722115158774,2480.3636655,2391.191313,2618.587254,8.63946804361505,0.0196599107776378,2453.441325
"299","Onder","M","VA","VA18",2378.54122186667,80.3966203716243,2384.2158825,2136.596426,2509.198143,14.6783475082393,0.0338008101909327,2474.506817
