Supervisor.PI	Diet	Batch	Population	Line	ReplicateVialOld	ReplicateVial	ProportionEggtoAdultSurvival	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	ProportionEggtoAdultSurvival_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Hoedjes	NS	4	AK	AK18	2	Hoedjes_4_AK18_2	1	Finland	61.1	23.52	88	AK	AK	AK	1.5707963267949	#A00E00	+	+	+	0.283
Hoedjes	NS	4	AK	AK18	3	Hoedjes_4_AK18_3	0.65	Finland	61.1	23.52	88	AK	AK	AK	0.937744490405147	#A00E00	+	+	+	0.283
Hoedjes	NS	4	AK	AK20	1	Hoedjes_4_AK20_1	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.283
Hoedjes	NS	4	AK	AK20	2	Hoedjes_4_AK20_2	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.283
Hoedjes	NS	4	AK	AK20	3	Hoedjes_4_AK20_3	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.283
Hoedjes	NS	4	AK	AK21	1	Hoedjes_4_AK21_1	0.78	Finland	61.1	23.52	88	AK	AK	AK	1.08259106339798	#A00E00	+	+	+	0.283
Hoedjes	NS	4	AK	AK21	2	Hoedjes_4_AK21_2	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.283
Hoedjes	NS	4	AK	AK21	3	Hoedjes_4_AK21_3	0.83	Finland	61.1	23.52	88	AK	AK	AK	1.14580754383249	#A00E00	+	+	+	0.283
Hoedjes	NS	4	GI	GI13	1	Hoedjes_4_GI13_1	0.55	Spain	41.618	0.62	173	GI	GI	GI	0.835481873978228	#B82E00	+	+	+	0.283
Hoedjes	NS	4	GI	GI13	2	Hoedjes_4_GI13_2	0.45	Spain	41.618	0.62	173	GI	GI	GI	0.735314452816668	#B82E00	+	+	+	0.283
Hoedjes	NS	4	GI	GI13	3	Hoedjes_4_GI13_3	0.58	Spain	41.618	0.62	173	GI	GI	GI	0.865743489873404	#B82E00	+	+	+	0.283
Hoedjes	NS	4	GI	GI5	1	Hoedjes_4_GI5_1	0.4	Spain	41.618	0.62	173	GI	GI	GI	0.684719203002283	#B82E00	-	-	-	0.283
Hoedjes	NS	4	GI	GI5	2	Hoedjes_4_GI5_2	0.48	Spain	41.618	0.62	173	GI	GI	GI	0.765392826220454	#B82E00	-	-	-	0.283
Hoedjes	NS	4	GI	GI5	3	Hoedjes_4_GI5_3	0.73	Spain	41.618	0.62	173	GI	GI	GI	1.02439576265692	#B82E00	-	-	-	0.283
Hoedjes	NS	4	KA	KA23	1	Hoedjes_4_KA23_1	0.83	Denmark	55.945	10.213	15	KA	KA	KA	1.14580754383249	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA23	2	Hoedjes_4_KA23_2	0.33	Denmark	55.945	10.213	15	KA	KA	KA	0.611939714633867	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA23	3	Hoedjes_4_KA23_3	0.75	Denmark	55.945	10.213	15	KA	KA	KA	1.0471975511966	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA24	1	Hoedjes_4_KA24_1	0.6	Denmark	55.945	10.213	15	KA	KA	KA	0.886077123792614	#D04E00	-	-	-	0.283
Hoedjes	NS	4	KA	KA24	2	Hoedjes_4_KA24_2	0.55	Denmark	55.945	10.213	15	KA	KA	KA	0.835481873978228	#D04E00	-	-	-	0.283
Hoedjes	NS	4	KA	KA24	3	Hoedjes_4_KA24_3	0.6	Denmark	55.945	10.213	15	KA	KA	KA	0.886077123792614	#D04E00	-	-	-	0.283
Hoedjes	NS	4	KA	KA25	1	Hoedjes_4_KA25_1	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA25	2	Hoedjes_4_KA25_2	0.73	Denmark	55.945	10.213	15	KA	KA	KA	1.02439576265692	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA25	3	Hoedjes_4_KA25_3	0.7	Denmark	55.945	10.213	15	KA	KA	KA	0.991156586431192	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA28	1	Hoedjes_4_KA28_1	0.95	Denmark	55.945	10.213	15	KA	KA	KA	1.34528292089677	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA28	2	Hoedjes_4_KA28_2	0.98	Denmark	55.945	10.213	15	KA	KA	KA	1.42889927219073	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA28	3	Hoedjes_4_KA28_3	0.85	Denmark	55.945	10.213	15	KA	KA	KA	1.17309691170282	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA29	1	Hoedjes_4_KA29_1	0.78	Denmark	55.945	10.213	15	KA	KA	KA	1.08259106339798	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA29	2	Hoedjes_4_KA29_2	0.83	Denmark	55.945	10.213	15	KA	KA	KA	1.14580754383249	#D04E00	+	+	+	0.283
Hoedjes	NS	4	KA	KA29	3	Hoedjes_4_KA29_3	0.95	Denmark	55.945	10.213	15	KA	KA	KA	1.34528292089677	#D04E00	+	+	+	0.283
Hoedjes	NS	4	MA	MA16	1	Hoedjes_4_MA16_1	0.85	Austria	48.375	15.56	572	MA	MA	MA	1.17309691170282	#E38800	+	+	+	0.283
Hoedjes	NS	4	MA	MA16	2	Hoedjes_4_MA16_2	0.93	Austria	48.375	15.56	572	MA	MA	MA	1.3030329996377	#E38800	+	+	+	0.283
Hoedjes	NS	4	MA	MA16	3	Hoedjes_4_MA16_3	0.73	Austria	48.375	15.56	572	MA	MA	MA	1.02439576265692	#E38800	+	+	+	0.283
Hoedjes	NS	4	MA	MA30	1	Hoedjes_4_MA30_1	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	+	+	+	0.283
Hoedjes	NS	4	MA	MA30	2	Hoedjes_4_MA30_2	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.283
Hoedjes	NS	4	MA	MA30	3	Hoedjes_4_MA30_3	0.68	Austria	48.375	15.56	572	MA	MA	MA	0.969532110115768	#E38800	+	+	+	0.283
Hoedjes	NS	4	MA	MA31	1	Hoedjes_4_MA31_1	0.58	Austria	48.375	15.56	572	MA	MA	MA	0.865743489873404	#E38800	-	-	-	0.283
Hoedjes	NS	4	MA	MA31	2	Hoedjes_4_MA31_2	0.48	Austria	48.375	15.56	572	MA	MA	MA	0.765392826220454	#E38800	-	-	-	0.283
Hoedjes	NS	4	MA	MA31	3	Hoedjes_4_MA31_3	0.6	Austria	48.375	15.56	572	MA	MA	MA	0.886077123792614	#E38800	-	-	-	0.283
Hoedjes	NS	4	MA	MA32	1	Hoedjes_4_MA32_1	0.75	Austria	48.375	15.56	572	MA	MA	MA	1.0471975511966	#E38800	+	+	+	0.283
Hoedjes	NS	4	MA	MA32	2	Hoedjes_4_MA32_2	0.7	Austria	48.375	15.56	572	MA	MA	MA	0.991156586431192	#E38800	+	+	+	0.283
Hoedjes	NS	4	MA	MA32	3	Hoedjes_4_MA32_3	0.83	Austria	48.375	15.56	572	MA	MA	MA	1.14580754383249	#E38800	+	+	+	0.283
Hoedjes	NS	4	MU	MU16	1	Hoedjes_4_MU16_1	0.93	Germany	48.18	11.61	520	MU	MU	MU	1.3030329996377	#F6C200	+	+	+	0.283
Hoedjes	NS	4	MU	MU16	2	Hoedjes_4_MU16_2	0.83	Germany	48.18	11.61	520	MU	MU	MU	1.14580754383249	#F6C200	+	+	+	0.283
Hoedjes	NS	4	MU	MU16	3	Hoedjes_4_MU16_3	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.283
Hoedjes	NS	4	MU	MU18	1	Hoedjes_4_MU18_1	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	+	+	+	0.283
Hoedjes	NS	4	MU	MU18	2	Hoedjes_4_MU18_2	0.78	Germany	48.18	11.61	520	MU	MU	MU	1.08259106339798	#F6C200	+	+	+	0.283
Hoedjes	NS	4	MU	MU18	3	Hoedjes_4_MU18_3	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	+	+	+	0.283
Hoedjes	NS	4	MU	MU20	1	Hoedjes_4_MU20_1	0.6	Germany	48.18	11.61	520	MU	MU	MU	0.886077123792614	#F6C200	+	+	+	0.283
Hoedjes	NS	4	MU	MU20	2	Hoedjes_4_MU20_2	0.63	Germany	48.18	11.61	520	MU	MU	MU	0.916909264851683	#F6C200	+	+	+	0.283
Hoedjes	NS	4	MU	MU20	3	Hoedjes_4_MU20_3	0.48	Germany	48.18	11.61	520	MU	MU	MU	0.765392826220454	#F6C200	+	+	+	0.283
Hoedjes	NS	4	UM	UM28	1	Hoedjes_4_UM28_1	0.73	Ukraine	48.753	30.206	214	UM	UM	UM	1.02439576265692	#0086A8	-	-	-	0.283
Hoedjes	NS	4	UM	UM28	2	Hoedjes_4_UM28_2	0.63	Ukraine	48.753	30.206	214	UM	UM	UM	0.916909264851683	#0086A8	-	-	-	0.283
Hoedjes	NS	4	UM	UM28	3	Hoedjes_4_UM28_3	0.6	Ukraine	48.753	30.206	214	UM	UM	UM	0.886077123792614	#0086A8	-	-	-	0.283
Hoedjes	NS	4	UM	UM6	1	Hoedjes_4_UM6_1	0.83	Ukraine	48.753	30.206	214	UM	UM	UM	1.14580754383249	#0086A8	-	-	-	0.283
Hoedjes	NS	4	UM	UM6	2	Hoedjes_4_UM6_2	0.58	Ukraine	48.753	30.206	214	UM	UM	UM	0.865743489873404	#0086A8	-	-	-	0.283
Hoedjes	NS	4	UM	UM6	3	Hoedjes_4_UM6_3	0.78	Ukraine	48.753	30.206	214	UM	UM	UM	1.08259106339798	#0086A8	-	-	-	0.283
Hoedjes	NS	4	VA	VA57	1	Hoedjes_4_VA57_1	0.6	Russia	57.979	33.244	217	VA	VA	VA	0.886077123792614	#095888	+	+	+	0.283
Hoedjes	NS	4	VA	VA57	2	Hoedjes_4_VA57_2	0.68	Russia	57.979	33.244	217	VA	VA	VA	0.969532110115768	#095888	+	+	+	0.283
Hoedjes	NS	4	VA	VA57	3	Hoedjes_4_VA57_3	0.63	Russia	57.979	33.244	217	VA	VA	VA	0.916909264851683	#095888	+	+	+	0.283
Hoedjes	NS	4	VA	VA71	1	Hoedjes_4_VA71_1	0.73	Russia	57.979	33.244	217	VA	VA	VA	1.02439576265692	#095888	+	+	+	0.283
Hoedjes	NS	4	VA	VA71	2	Hoedjes_4_VA71_2	0.83	Russia	57.979	33.244	217	VA	VA	VA	1.14580754383249	#095888	+	+	+	0.283
Hoedjes	NS	4	VA	VA71	3	Hoedjes_4_VA71_3	0.58	Russia	57.979	33.244	217	VA	VA	VA	0.865743489873404	#095888	+	+	+	0.283
Hoedjes	NS	4	YE	YE48	1	Hoedjes_4_YE48_1	0.75	Turkey	40.231	32.26	680	YE	YE	YE	1.0471975511966	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE48	2	Hoedjes_4_YE48_2	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE48	3	Hoedjes_4_YE48_3	0.65	Turkey	40.231	32.26	680	YE	YE	YE	0.937744490405147	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE49	1	Hoedjes_4_YE49_1	0.73	Turkey	40.231	32.26	680	YE	YE	YE	1.02439576265692	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE49	2	Hoedjes_4_YE49_2	0.8	Turkey	40.231	32.26	680	YE	YE	YE	1.10714871779409	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE49	3	Hoedjes_4_YE49_3	0.83	Turkey	40.231	32.26	680	YE	YE	YE	1.14580754383249	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE51	1	Hoedjes_4_YE51_1	0.48	Turkey	40.231	32.26	680	YE	YE	YE	0.765392826220454	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE51	2	Hoedjes_4_YE51_2	0.63	Turkey	40.231	32.26	680	YE	YE	YE	0.916909264851683	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE51	3	Hoedjes_4_YE51_3	0.5	Turkey	40.231	32.26	680	YE	YE	YE	0.785398163397448	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE69	1	Hoedjes_4_YE69_1	0.53	Turkey	40.231	32.26	680	YE	YE	YE	0.815416192620088	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE69	2	Hoedjes_4_YE69_2	0.83	Turkey	40.231	32.26	680	YE	YE	YE	1.14580754383249	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE69	3	Hoedjes_4_YE69_3	0.48	Turkey	40.231	32.26	680	YE	YE	YE	0.765392826220454	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE80	1	Hoedjes_4_YE80_1	0.48	Turkey	40.231	32.26	680	YE	YE	YE	0.765392826220454	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE80	2	Hoedjes_4_YE80_2	0.55	Turkey	40.231	32.26	680	YE	YE	YE	0.835481873978228	#132B69	+	+	+	0.283
Hoedjes	NS	4	YE	YE80	3	Hoedjes_4_YE80_3	0.45	Turkey	40.231	32.26	680	YE	YE	YE	0.735314452816668	#132B69	+	+	+	0.283
Schmidt	NS	1	AK	AK1	1	Schmidt_1_AK1_1	0.9130434783	Finland	61.1	23.52	88	AK	AK	AK	1.27146230044656	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK10	1	Schmidt_1_AK10_1	0.7222222222	Finland	61.1	23.52	88	AK	AK	AK	1.0156751592133	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK11	1	Schmidt_1_AK11_1	0.5757575758	Finland	61.1	23.52	88	AK	AK	AK	0.86144863428376	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK12	1	Schmidt_1_AK12_1	0.6829268293	Finland	61.1	23.52	88	AK	AK	AK	0.972673106994556	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK13	1	Schmidt_1_AK13_1	0.3414634146	Finland	61.1	23.52	88	AK	AK	AK	0.624077252500403	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK14	1	Schmidt_1_AK14_1	0.3846153846	Finland	61.1	23.52	88	AK	AK	AK	0.668964074252596	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK15	1	Schmidt_1_AK15_1	0.6818181818	Finland	61.1	23.52	88	AK	AK	AK	0.971482430358093	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK16	1	Schmidt_1_AK16_1	0.5319148936	Finland	61.1	23.52	88	AK	AK	AK	0.817334768325363	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK17	1	Schmidt_1_AK17_1	0.5454545455	Finland	61.1	23.52	88	AK	AK	AK	0.830915552461799	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK18	1	Schmidt_1_AK18_1	0.64	Finland	61.1	23.52	88	AK	AK	AK	0.927295218001612	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK2	1	Schmidt_1_AK2_1	0.7894736842	Finland	61.1	23.52	88	AK	AK	AK	1.09411671519222	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK20	1	Schmidt_1_AK20_1	0.6097560976	Finland	61.1	23.52	88	AK	AK	AK	0.896055384611344	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK21	1	Schmidt_1_AK21_1	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK3	1	Schmidt_1_AK3_1	0.2380952381	Finland	61.1	23.52	88	AK	AK	AK	0.509739678837097	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK4	1	Schmidt_1_AK4_1	0.8387096774	Finland	61.1	23.52	88	AK	AK	AK	1.15752251827413	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK5	1	Schmidt_1_AK5_1	0.6666666667	Finland	61.1	23.52	88	AK	AK	AK	0.955316618159864	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK6	1	Schmidt_1_AK6_1	0.8529411765	Finland	61.1	23.52	88	AK	AK	AK	1.17723219150836	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK7	1	Schmidt_1_AK7_1	0.375	Finland	61.1	23.52	88	AK	AK	AK	0.659058035826409	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK8	1	Schmidt_1_AK8_1	0.7586206897	Finland	61.1	23.52	88	AK	AK	AK	1.05721041721624	#A00E00	+	+	+	0.183
Schmidt	NS	1	AK	AK9	1	Schmidt_1_AK9_1	0.6046511628	Finland	61.1	23.52	88	AK	AK	AK	0.890828877391299	#A00E00	+	+	+	0.183
Schmidt	NS	1	GI	GI1	1	Schmidt_1_GI1_1	0.6	Spain	41.618	0.62	173	GI	GI	GI	0.886077123792614	#B82E00	-	-	-	0.183
Schmidt	NS	1	GI	GI10	1	Schmidt_1_GI10_1	0.8648648649	Spain	41.618	0.62	173	GI	GI	GI	1.19436145469792	#B82E00	+	+	+	0.183
Schmidt	NS	1	GI	GI11	1	Schmidt_1_GI11_1	0.7804878049	Spain	41.618	0.62	173	GI	GI	GI	1.08318008410631	#B82E00	+	+	+	0.183
Schmidt	NS	1	GI	GI12	1	Schmidt_1_GI12_1	0.8888888889	Spain	41.618	0.62	173	GI	GI	GI	1.23095941735845	#B82E00	+	+	+	0.183
Schmidt	NS	1	GI	GI13	1	Schmidt_1_GI13_1	1	Spain	41.618	0.62	173	GI	GI	GI	1.5707963267949	#B82E00	+	+	+	0.183
Schmidt	NS	1	GI	GI14	1	Schmidt_1_GI14_1	0.5	Spain	41.618	0.62	173	GI	GI	GI	0.785398163397448	#B82E00	+	+	+	0.183
Schmidt	NS	1	GI	GI15	1	Schmidt_1_GI15_1	0.6666666667	Spain	41.618	0.62	173	GI	GI	GI	0.955316618159864	#B82E00	+	+	+	0.183
Schmidt	NS	1	GI	GI2	1	Schmidt_1_GI2_1	0.3703703704	Spain	41.618	0.62	173	GI	GI	GI	0.654270583990199	#B82E00	-	-	-	0.183
Schmidt	NS	1	GI	GI4	1	Schmidt_1_GI4_1	0	Spain	41.618	0.62	173	GI	GI	GI	0	#B82E00	+	+	+	0.183
Schmidt	NS	1	GI	GI5	1	Schmidt_1_GI5_1	0.5	Spain	41.618	0.62	173	GI	GI	GI	0.785398163397448	#B82E00	-	-	-	0.183
Schmidt	NS	1	GI	GI6	1	Schmidt_1_GI6_1	0	Spain	41.618	0.62	173	GI	GI	GI	0	#B82E00	+	+	+	0.183
Schmidt	NS	1	GI	GI7	1	Schmidt_1_GI7_1	0	Spain	41.618	0.62	173	GI	GI	GI	0	#B82E00	+	+	+	0.183
Schmidt	NS	1	GI	GI8	1	Schmidt_1_GI8_1	0.525	Spain	41.618	0.62	173	GI	GI	GI	0.810408591800333	#B82E00	-	-	-	0.183
Schmidt	NS	1	GI	GI9	1	Schmidt_1_GI9_1	0.4230769231	Spain	41.618	0.62	173	GI	GI	GI	0.708168364178711	#B82E00	-	-	-	0.183
Schmidt	NS	1	KA	KA1	1	Schmidt_1_KA1_1	0.8717948718	Denmark	55.945	10.213	15	KA	KA	KA	1.20460976659729	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA10	1	Schmidt_1_KA10_1	0.8787878788	Denmark	55.945	10.213	15	KA	KA	KA	1.21519374383293	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA11	1	Schmidt_1_KA11_1	1	Denmark	55.945	10.213	15	KA	KA	KA	1.5707963267949	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA13	1	Schmidt_1_KA13_1	0.7647058824	Denmark	55.945	10.213	15	KA	KA	KA	1.06435168343687	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA14	1	Schmidt_1_KA14_1	0.6666666667	Denmark	55.945	10.213	15	KA	KA	KA	0.955316618159864	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA15	1	Schmidt_1_KA15_1	0.875	Denmark	55.945	10.213	15	KA	KA	KA	1.20942920288819	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA16	1	Schmidt_1_KA16_1	1	Denmark	55.945	10.213	15	KA	KA	KA	1.5707963267949	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA17	1	Schmidt_1_KA17_1	1	Denmark	55.945	10.213	15	KA	KA	KA	1.5707963267949	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA18	1	Schmidt_1_KA18_1	0.55	Denmark	55.945	10.213	15	KA	KA	KA	0.835481873978228	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA2	1	Schmidt_1_KA2_1	0.5416666667	Denmark	55.945	10.213	15	KA	KA	KA	0.827113206736205	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA23	1	Schmidt_1_KA23_1	1	Denmark	55.945	10.213	15	KA	KA	KA	1.5707963267949	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA24	1	Schmidt_1_KA24_1	0.4285714286	Denmark	55.945	10.213	15	KA	KA	KA	0.713724378973633	#D04E00	-	-	-	0.183
Schmidt	NS	1	KA	KA25	1	Schmidt_1_KA25_1	1	Denmark	55.945	10.213	15	KA	KA	KA	1.5707963267949	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA28	1	Schmidt_1_KA28_1	0.95	Denmark	55.945	10.213	15	KA	KA	KA	1.34528292089677	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA29	1	Schmidt_1_KA29_1	0.5454545455	Denmark	55.945	10.213	15	KA	KA	KA	0.830915552461799	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA3	1	Schmidt_1_KA3_1	0.5	Denmark	55.945	10.213	15	KA	KA	KA	0.785398163397448	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA5	1	Schmidt_1_KA5_1	0.7857142857	Denmark	55.945	10.213	15	KA	KA	KA	1.08952095283515	#D04E00	+	+	+	0.183
Schmidt	NS	1	KA	KA7	1	Schmidt_1_KA7_1	0.5555555556	Denmark	55.945	10.213	15	KA	KA	KA	0.841068670612652	#D04E00	+	+	+	0.183
Schmidt	NS	1	MA	MA12	1	Schmidt_1_MA12_1	0.7647058824	Austria	48.375	15.56	572	MA	MA	MA	1.06435168343687	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA13	1	Schmidt_1_MA13_1	0.8333333333	Austria	48.375	15.56	572	MA	MA	MA	1.15026199146621	#E38800	-	-	-	0.183
Schmidt	NS	1	MA	MA18	1	Schmidt_1_MA18_1	0.6595744681	Austria	48.375	15.56	572	MA	MA	MA	0.947813825829329	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA19	1	Schmidt_1_MA19_1	0.4390243902	Austria	48.375	15.56	572	MA	MA	MA	0.724270393833325	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA20	1	Schmidt_1_MA20_1	0.6666666667	Austria	48.375	15.56	572	MA	MA	MA	0.955316618159864	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA21	1	Schmidt_1_MA21_1	0.4565217391	Austria	48.375	15.56	572	MA	MA	MA	0.7418649221932	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA23	1	Schmidt_1_MA23_1	0.2666666667	Austria	48.375	15.56	572	MA	MA	MA	0.542639102287342	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA26	1	Schmidt_1_MA26_1	0.6923076923	Austria	48.375	15.56	572	MA	MA	MA	0.982793723238996	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA27	1	Schmidt_1_MA27_1	0.8684210526	Austria	48.375	15.56	572	MA	MA	MA	1.19959186173804	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA3	1	Schmidt_1_MA3_1	0.8285714286	Austria	48.375	15.56	572	MA	MA	MA	1.14390915228638	#E38800	-	-	-	0.183
Schmidt	NS	1	MA	MA30	1	Schmidt_1_MA30_1	0.9565217391	Austria	48.375	15.56	572	MA	MA	MA	1.36074058764904	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA31	1	Schmidt_1_MA31_1	0.6666666667	Austria	48.375	15.56	572	MA	MA	MA	0.955316618159864	#E38800	-	-	-	0.183
Schmidt	NS	1	MA	MA32	1	Schmidt_1_MA32_1	0.7272727273	Austria	48.375	15.56	572	MA	MA	MA	1.02132908206789	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA5	1	Schmidt_1_MA5_1	0.5405405405	Austria	48.375	15.56	572	MA	MA	MA	0.825983255700425	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA6	1	Schmidt_1_MA6_1	0.1785714286	Austria	48.375	15.56	572	MA	MA	MA	0.436286926753469	#E38800	-	-	-	0.183
Schmidt	NS	1	MA	MA7	1	Schmidt_1_MA7_1	0.6785714286	Austria	48.375	15.56	572	MA	MA	MA	0.96800177407322	#E38800	+	+	+	0.183
Schmidt	NS	1	MA	MA9	1	Schmidt_1_MA9_1	0.8717948718	Austria	48.375	15.56	572	MA	MA	MA	1.20460976659729	#E38800	+	+	+	0.183
Schmidt	NS	1	MU	MU1	1	Schmidt_1_MU1_1	0.4666666667	Germany	48.18	11.61	520	MU	MU	MU	0.752040089225743	#F6C200	-	-	-	0.183
Schmidt	NS	1	MU	MU10	1	Schmidt_1_MU10_1	0.8055555556	Germany	48.18	11.61	520	MU	MU	MU	1.11412994164442	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU11	1	Schmidt_1_MU11_1	0.7941176471	Germany	48.18	11.61	520	MU	MU	MU	1.09983562619589	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU13	1	Schmidt_1_MU13_1	0.4390243902	Germany	48.18	11.61	520	MU	MU	MU	0.724270393833325	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU14	1	Schmidt_1_MU14_1	0.4210526316	Germany	48.18	11.61	520	MU	MU	MU	0.706119023099918	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU15	1	Schmidt_1_MU15_1	0.3777777778	Germany	48.18	11.61	520	MU	MU	MU	0.661924806140149	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU16	1	Schmidt_1_MU16_1	0.7	Germany	48.18	11.61	520	MU	MU	MU	0.991156586431192	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU18	1	Schmidt_1_MU18_1	0.2272727273	Germany	48.18	11.61	520	MU	MU	MU	0.496932490811759	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU2	1	Schmidt_1_MU2_1	0.45	Germany	48.18	11.61	520	MU	MU	MU	0.735314452816668	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU20	1	Schmidt_1_MU20_1	0.5208333333	Germany	48.18	11.61	520	MU	MU	MU	0.806237529575375	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU3	1	Schmidt_1_MU3_1	0.6808510638	Germany	48.18	11.61	520	MU	MU	MU	0.970444658439691	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU4	1	Schmidt_1_MU4_1	0.7058823529	Germany	48.18	11.61	520	MU	MU	MU	0.997593017648857	#F6C200	+	+	+	0.183
Schmidt	NS	1	MU	MU5	1	Schmidt_1_MU5_1	0.2765957447	Germany	48.18	11.61	520	MU	MU	MU	0.553800782614176	#F6C200	+	+	+	0.183
