Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Total	Dead	CSM_PropDead	CSM_PropDead_ED	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	CSM_PropDead_ED_asin	Color	StatusT	StatusM	Wolbachia	PC.ratio
Vieira	S	1	MU	MU5	M	2	Vieira_1_MU5_M_2	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU5	M	3	Vieira_1_MU5_M_3	20	15	0.75	0.75	Germany	48.18	11.61	520	MU	MU	MU	1.0471975511966	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU6	M	1	Vieira_1_MU6_M_1	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU6	M	2	Vieira_1_MU6_M_2	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU6	M	3	Vieira_1_MU6_M_3	19	19	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU7	M	1	Vieira_4_MU7_M_1	20	19	0.95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU7	M	2	Vieira_4_MU7_M_2	20	16	0.8	0.8	Germany	48.18	11.61	520	MU	MU	MU	1.10714871779409	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU7	M	3	Vieira_4_MU7_M_3	20	13	0.65	0.65	Germany	48.18	11.61	520	MU	MU	MU	0.937744490405147	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU8	M	1	Vieira_4_MU8_M_1	19	19	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU8	M	2	Vieira_4_MU8_M_2	20	8	0.4	0.4	Germany	48.18	11.61	520	MU	MU	MU	0.684719203002283	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU8	M	3	Vieira_4_MU8_M_3	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU9	M	1	Vieira_4_MU9_M_1	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU9	M	2	Vieira_4_MU9_M_2	19	18	0.9473684211	0.9473684211	Germany	48.18	11.61	520	MU	MU	MU	1.33931896293078	#F6C200	+	+	+	0.094
Vieira	S	4	MU	MU9	M	3	Vieira_4_MU9_M_3	19	4	0.2105263158	0.2105263158	Germany	48.18	11.61	520	MU	MU	MU	0.47667961160268	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU10	M	1	Vieira_1_MU10_M_1	19	18	0.9473684211	0.9473684211	Germany	48.18	11.61	520	MU	MU	MU	1.33931896293078	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU10	M	2	Vieira_1_MU10_M_2	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	1	MU	MU10	M	3	Vieira_1_MU10_M_3	19	19	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	3	MU	MU11	M	1	Vieira_3_MU11_M_1	18	9	0.5	0.5	Germany	48.18	11.61	520	MU	MU	MU	0.785398163397448	#F6C200	+	+	+	0.094
Vieira	S	3	MU	MU11	M	2	Vieira_3_MU11_M_2	19	18	0.9473684211	0.9473684211	Germany	48.18	11.61	520	MU	MU	MU	1.33931896293078	#F6C200	+	+	+	0.094
Vieira	S	3	MU	MU11	M	3	Vieira_3_MU11_M_3	19	19	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	3	MU	MU13	M	1	Vieira_3_MU13_M_1	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	3	MU	MU13	M	2	Vieira_3_MU13_M_2	18	18	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	3	MU	MU13	M	3	Vieira_3_MU13_M_3	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.094
Vieira	S	2	MU	MU14	M	1	Vieira_2_MU14_M_1	19	7	0.3684210526	0.3684210526	Germany	48.18	11.61	520	MU	MU	MU	0.652251154805624	#F6C200	+	+	+	0.094
Vieira	S	2	MU	MU14	M	2	Vieira_2_MU14_M_2	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.094
Vieira	S	2	MU	MU14	M	3	Vieira_2_MU14_M_3	20	10	0.5	0.5	Germany	48.18	11.61	520	MU	MU	MU	0.785398163397448	#F6C200	+	+	+	0.094
Vieira	S	3	MU	MU15	M	1	Vieira_3_MU15_M_1	19	12	0.6315789474	0.6315789474	Germany	48.18	11.61	520	MU	MU	MU	0.918545171989272	#F6C200	+	+	+	0.094
Vieira	S	3	MU	MU15	M	2	Vieira_3_MU15_M_2	20	15	0.75	0.75	Germany	48.18	11.61	520	MU	MU	MU	1.0471975511966	#F6C200	+	+	+	0.094
Vieira	S	3	MU	MU15	M	3	Vieira_3_MU15_M_3	20	17	0.85	0.85	Germany	48.18	11.61	520	MU	MU	MU	1.17309691170282	#F6C200	+	+	+	0.094
Vieira	S	5	MU	MU16	M	1	Vieira_5_MU16_M_1	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.094
Vieira	S	5	MU	MU16	M	2	Vieira_5_MU16_M_2	16	16	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	5	MU	MU16	M	3	Vieira_5_MU16_M_3	19	19	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	2	MU	MU18	M	1	Vieira_2_MU18_M_1	18	15	0.8333333333	0.8333333333	Germany	48.18	11.61	520	MU	MU	MU	1.15026199146621	#F6C200	+	+	+	0.094
Vieira	S	2	MU	MU18	M	2	Vieira_2_MU18_M_2	20	19	0.95	0.95	Germany	48.18	11.61	520	MU	MU	MU	1.34528292089677	#F6C200	+	+	+	0.094
Vieira	S	2	MU	MU18	M	3	Vieira_2_MU18_M_3	20	18	0.9	0.9	Germany	48.18	11.61	520	MU	MU	MU	1.24904577239825	#F6C200	+	+	+	0.094
Vieira	S	2	MU	MU20	M	1	Vieira_2_MU20_M_1	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	2	MU	MU20	M	2	Vieira_2_MU20_M_2	20	20	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	2	MU	MU20	M	3	Vieira_2_MU20_M_3	19	19	1	1	Germany	48.18	11.61	520	MU	MU	MU	1.5707963267949	#F6C200	+	+	+	0.094
Vieira	S	7	GI	GI1	M	1	Vieira_7_GI1_M_1	20	19	0.95	0.95	Spain	41.618	0.62	173	GI	GI	GI	1.34528292089677	#B82E00	-	-	-	0.094
Vieira	S	7	GI	GI1	M	2	Vieira_7_GI1_M_2	17	16	0.9411764706	0.9411764706	Spain	41.618	0.62	173	GI	GI	GI	1.32581766369303	#B82E00	-	-	-	0.094
Vieira	S	7	GI	GI1	M	3	Vieira_7_GI1_M_3	18	16	0.8888888889	0.8888888889	Spain	41.618	0.62	173	GI	GI	GI	1.23095941735845	#B82E00	-	-	-	0.094
Vieira	S	2	GI	GI2	M	1	Vieira_2_GI2_M_1	18	18	1	1	Spain	41.618	0.62	173	GI	GI	GI	1.5707963267949	#B82E00	-	-	-	0.094
Vieira	S	2	GI	GI2	M	2	Vieira_2_GI2_M_2	19	19	1	1	Spain	41.618	0.62	173	GI	GI	GI	1.5707963267949	#B82E00	-	-	-	0.094
Vieira	S	2	GI	GI2	M	3	Vieira_2_GI2_M_3	17	17	1	1	Spain	41.618	0.62	173	GI	GI	GI	1.5707963267949	#B82E00	-	-	-	0.094
Vieira	S	5	GI	GI4	M	1	Vieira_5_GI4_M_1	20	11	0.55	0.55	Spain	41.618	0.62	173	GI	GI	GI	0.835481873978228	#B82E00	+	+	+	0.094
Vieira	S	5	GI	GI4	M	2	Vieira_5_GI4_M_2	20	13	0.65	0.65	Spain	41.618	0.62	173	GI	GI	GI	0.937744490405147	#B82E00	+	+	+	0.094
Vieira	S	5	GI	GI4	M	3	Vieira_5_GI4_M_3	20	7	0.35	0.35	Spain	41.618	0.62	173	GI	GI	GI	0.633051836389749	#B82E00	+	+	+	0.094
Vieira	S	8	GI	GI5	M	1	Vieira_8_GI5_M_1	20	17	0.85	0.85	Spain	41.618	0.62	173	GI	GI	GI	1.17309691170282	#B82E00	-	-	-	0.094
Vieira	S	8	GI	GI5	M	2	Vieira_8_GI5_M_2	16	13	0.8125	0.8125	Spain	41.618	0.62	173	GI	GI	GI	1.12296392986596	#B82E00	-	-	-	0.094
Vieira	S	8	GI	GI5	M	3	Vieira_8_GI5_M_3	20	2	0.1	0.1	Spain	41.618	0.62	173	GI	GI	GI	0.321750554396642	#B82E00	-	-	-	0.094
Vieira	S	3	GI	GI7	M	1	Vieira_3_GI7_M_1	20	10	0.5	0.5	Spain	41.618	0.62	173	GI	GI	GI	0.785398163397448	#B82E00	+	+	+	0.094
Vieira	S	3	GI	GI7	M	2	Vieira_3_GI7_M_2	19	0	0	0	Spain	41.618	0.62	173	GI	GI	GI	0	#B82E00	+	+	+	0.094
Vieira	S	3	GI	GI7	M	3	Vieira_3_GI7_M_3	20	3	0.15	0.15	Spain	41.618	0.62	173	GI	GI	GI	0.397699415092072	#B82E00	+	+	+	0.094
Vieira	S	8	GI	GI8	M	1	Vieira_8_GI8_M_1	19	19	1	1	Spain	41.618	0.62	173	GI	GI	GI	1.5707963267949	#B82E00	-	-	-	0.094
Vieira	S	8	GI	GI8	M	2	Vieira_8_GI8_M_2	19	19	1	1	Spain	41.618	0.62	173	GI	GI	GI	1.5707963267949	#B82E00	-	-	-	0.094
Vieira	S	8	GI	GI8	M	3	Vieira_8_GI8_M_3	20	17	0.85	0.85	Spain	41.618	0.62	173	GI	GI	GI	1.17309691170282	#B82E00	-	-	-	0.094
Vieira	S	9	GI	GI9	M	1	Vieira_9_GI9_M_1	20	19	0.95	0.95	Spain	41.618	0.62	173	GI	GI	GI	1.34528292089677	#B82E00	-	-	-	0.094
Vieira	S	9	GI	GI9	M	2	Vieira_9_GI9_M_2	19	18	0.9473684211	0.9473684211	Spain	41.618	0.62	173	GI	GI	GI	1.33931896293078	#B82E00	-	-	-	0.094
Vieira	S	9	GI	GI9	M	3	Vieira_9_GI9_M_3	19	18	0.9473684211	0.9473684211	Spain	41.618	0.62	173	GI	GI	GI	1.33931896293078	#B82E00	-	-	-	0.094
Vieira	S	9	GI	GI10	M	1	Vieira_9_GI10_M_1	20	11	0.55	0.55	Spain	41.618	0.62	173	GI	GI	GI	0.835481873978228	#B82E00	+	+	+	0.094
Vieira	S	9	GI	GI10	M	2	Vieira_9_GI10_M_2	20	6	0.3	0.3	Spain	41.618	0.62	173	GI	GI	GI	0.579639740363704	#B82E00	+	+	+	0.094
Vieira	S	9	GI	GI10	M	3	Vieira_9_GI10_M_3	20	14	0.7	0.7	Spain	41.618	0.62	173	GI	GI	GI	0.991156586431192	#B82E00	+	+	+	0.094
Vieira	S	7	GI	GI11	M	1	Vieira_7_GI11_M_1	20	11	0.55	0.55	Spain	41.618	0.62	173	GI	GI	GI	0.835481873978228	#B82E00	+	+	+	0.094
Vieira	S	7	GI	GI11	M	2	Vieira_7_GI11_M_2	19	2	0.1052631579	0.1052631579	Spain	41.618	0.62	173	GI	GI	GI	0.330422647920058	#B82E00	+	+	+	0.094
Vieira	S	7	GI	GI11	M	3	Vieira_7_GI11_M_3	20	6	0.3	0.3	Spain	41.618	0.62	173	GI	GI	GI	0.579639740363704	#B82E00	+	+	+	0.094
Vieira	S	9	GI	GI12	M	1	Vieira_9_GI12_M_1	20	19	0.95	0.95	Spain	41.618	0.62	173	GI	GI	GI	1.34528292089677	#B82E00	+	+	+	0.094
Vieira	S	9	GI	GI12	M	2	Vieira_9_GI12_M_2	20	19	0.95	0.95	Spain	41.618	0.62	173	GI	GI	GI	1.34528292089677	#B82E00	+	+	+	0.094
Vieira	S	9	GI	GI12	M	3	Vieira_9_GI12_M_3	20	19	0.95	0.95	Spain	41.618	0.62	173	GI	GI	GI	1.34528292089677	#B82E00	+	+	+	0.094
Vieira	S	9	GI	GI13	M	1	Vieira_9_GI13_M_1	16	10	0.625	0.625	Spain	41.618	0.62	173	GI	GI	GI	0.911738290968488	#B82E00	+	+	+	0.094
Vieira	S	9	GI	GI13	M	2	Vieira_9_GI13_M_2	16	8	0.5	0.5	Spain	41.618	0.62	173	GI	GI	GI	0.785398163397448	#B82E00	+	+	+	0.094
Vieira	S	9	GI	GI13	M	3	Vieira_9_GI13_M_3	20	15	0.75	0.75	Spain	41.618	0.62	173	GI	GI	GI	1.0471975511966	#B82E00	+	+	+	0.094
Vieira	S	7	GI	GI15	M	1	Vieira_7_GI15_M_1	20	20	1	1	Spain	41.618	0.62	173	GI	GI	GI	1.5707963267949	#B82E00	+	+	+	0.094
Vieira	S	7	GI	GI15	M	2	Vieira_7_GI15_M_2	18	18	1	1	Spain	41.618	0.62	173	GI	GI	GI	1.5707963267949	#B82E00	+	+	+	0.094
Vieira	S	7	GI	GI15	M	3	Vieira_7_GI15_M_3	18	17	0.9444444444	0.9444444444	Spain	41.618	0.62	173	GI	GI	GI	1.33285520186767	#B82E00	+	+	+	0.094
Vieira	S	5	AK	AK1	M	1	Vieira_5_AK1_M_1	20	18	0.9	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK1	M	2	Vieira_5_AK1_M_2	18	15	0.8333333333	0.8333333333	Finland	61.1	23.52	88	AK	AK	AK	1.15026199146621	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK1	M	3	Vieira_5_AK1_M_3	17	14	0.8235294118	0.8235294118	Finland	61.1	23.52	88	AK	AK	AK	1.13725841748535	#A00E00	+	+	+	0.094
Vieira	S	2	AK	AK2	M	1	Vieira_2_AK2_M_1	20	16	0.8	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.094
Vieira	S	2	AK	AK2	M	2	Vieira_2_AK2_M_2	20	15	0.75	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.094
Vieira	S	2	AK	AK2	M	3	Vieira_2_AK2_M_3	19	14	0.7368421053	0.7368421053	Finland	61.1	23.52	88	AK	AK	AK	1.03213286075594	#A00E00	+	+	+	0.094
Vieira	S	2	AK	AK3	M	1	Vieira_2_AK3_M_1	18	13	0.7222222222	0.7222222222	Finland	61.1	23.52	88	AK	AK	AK	1.0156751592133	#A00E00	+	+	+	0.094
Vieira	S	2	AK	AK3	M	2	Vieira_2_AK3_M_2	20	16	0.8	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.094
Vieira	S	2	AK	AK3	M	3	Vieira_2_AK3_M_3	18	14	0.7777777778	0.7777777778	Finland	61.1	23.52	88	AK	AK	AK	1.07991364853231	#A00E00	+	+	+	0.094
Vieira	S	14	AK	AK4	M	1	Vieira_14_AK4_M_1	20	16	0.8	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.094
Vieira	S	14	AK	AK4	M	2	Vieira_14_AK4_M_2	19	2	0.1052631579	0.1052631579	Finland	61.1	23.52	88	AK	AK	AK	0.330422647920058	#A00E00	+	+	+	0.094
Vieira	S	14	AK	AK4	M	3	Vieira_14_AK4_M_3	20	6	0.3	0.3	Finland	61.1	23.52	88	AK	AK	AK	0.579639740363704	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK5	M	1	Vieira_5_AK5_M_1	19	18	0.9473684211	0.9473684211	Finland	61.1	23.52	88	AK	AK	AK	1.33931896293078	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK5	M	2	Vieira_5_AK5_M_2	20	12	0.6	0.6	Finland	61.1	23.52	88	AK	AK	AK	0.886077123792614	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK5	M	3	Vieira_5_AK5_M_3	20	16	0.8	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.094
Vieira	S	8	AK	AK6	M	1	Vieira_8_AK6_M_1	20	17	0.85	0.85	Finland	61.1	23.52	88	AK	AK	AK	1.17309691170282	#A00E00	+	+	+	0.094
Vieira	S	8	AK	AK6	M	2	Vieira_8_AK6_M_2	17	12	0.7058823529	0.7058823529	Finland	61.1	23.52	88	AK	AK	AK	0.997593017648857	#A00E00	+	+	+	0.094
Vieira	S	8	AK	AK6	M	3	Vieira_8_AK6_M_3	20	18	0.9	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK7	M	1	Vieira_5_AK7_M_1	19	14	0.7368421053	0.7368421053	Finland	61.1	23.52	88	AK	AK	AK	1.03213286075594	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK7	M	2	Vieira_5_AK7_M_2	19	13	0.6842105263	0.6842105263	Finland	61.1	23.52	88	AK	AK	AK	0.974053179560339	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK7	M	3	Vieira_5_AK7_M_3	17	13	0.7647058824	0.7647058824	Finland	61.1	23.52	88	AK	AK	AK	1.06435168343687	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK8	M	1	Vieira_5_AK8_M_1	20	18	0.9	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK8	M	2	Vieira_5_AK8_M_2	16	14	0.875	0.875	Finland	61.1	23.52	88	AK	AK	AK	1.20942920288819	#A00E00	+	+	+	0.094
Vieira	S	5	AK	AK8	M	3	Vieira_5_AK8_M_3	19	19	1	1	Finland	61.1	23.52	88	AK	AK	AK	1.5707963267949	#A00E00	+	+	+	0.094
Vieira	S	3	AK	AK9	M	1	Vieira_3_AK9_M_1	20	1	0.05	0.05	Finland	61.1	23.52	88	AK	AK	AK	0.225513405898131	#A00E00	+	+	+	0.094
Vieira	S	3	AK	AK9	M	2	Vieira_3_AK9_M_2	20	5	0.25	0.25	Finland	61.1	23.52	88	AK	AK	AK	0.523598775598299	#A00E00	+	+	+	0.094
Vieira	S	3	AK	AK9	M	3	Vieira_3_AK9_M_3	20	3	0.15	0.15	Finland	61.1	23.52	88	AK	AK	AK	0.397699415092072	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK10	M	1	Vieira_6_AK10_M_1	16	15	0.9375	0.9375	Finland	61.1	23.52	88	AK	AK	AK	1.31811607165282	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK10	M	2	Vieira_6_AK10_M_2	20	16	0.8	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK10	M	3	Vieira_6_AK10_M_3	20	18	0.9	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK11	M	1	Vieira_6_AK11_M_1	20	18	0.9	0.9	Finland	61.1	23.52	88	AK	AK	AK	1.24904577239825	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK11	M	2	Vieira_6_AK11_M_2	20	16	0.8	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK11	M	3	Vieira_6_AK11_M_3	17	10	0.5882352941	0.5882352941	Finland	61.1	23.52	88	AK	AK	AK	0.874097965599705	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK12	M	1	Vieira_6_AK12_M_1	20	19	0.95	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK12	M	2	Vieira_6_AK12_M_2	20	12	0.6	0.6	Finland	61.1	23.52	88	AK	AK	AK	0.886077123792614	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK12	M	3	Vieira_6_AK12_M_3	19	10	0.5263157895	0.5263157895	Finland	61.1	23.52	88	AK	AK	AK	0.811726117554585	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK13	M	1	Vieira_6_AK13_M_1	20	9	0.45	0.45	Finland	61.1	23.52	88	AK	AK	AK	0.735314452816668	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK13	M	2	Vieira_6_AK13_M_2	20	8	0.4	0.4	Finland	61.1	23.52	88	AK	AK	AK	0.684719203002283	#A00E00	+	+	+	0.094
Vieira	S	6	AK	AK13	M	3	Vieira_6_AK13_M_3	20	19	0.95	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK14	M	1	Vieira_4_AK14_M_1	19	18	0.9473684211	0.9473684211	Finland	61.1	23.52	88	AK	AK	AK	1.33931896293078	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK14	M	2	Vieira_4_AK14_M_2	20	19	0.95	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK14	M	3	Vieira_4_AK14_M_3	20	20	1	1	Finland	61.1	23.52	88	AK	AK	AK	1.5707963267949	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK15	M	1	Vieira_4_AK15_M_1	20	15	0.75	0.75	Finland	61.1	23.52	88	AK	AK	AK	1.0471975511966	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK15	M	2	Vieira_4_AK15_M_2	20	7	0.35	0.35	Finland	61.1	23.52	88	AK	AK	AK	0.633051836389749	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK15	M	3	Vieira_4_AK15_M_3	20	16	0.8	0.8	Finland	61.1	23.52	88	AK	AK	AK	1.10714871779409	#A00E00	+	+	+	0.094
Vieira	S	14	AK	AK16	M	1	Vieira_14_AK16_M_1	20	7	0.35	0.35	Finland	61.1	23.52	88	AK	AK	AK	0.633051836389749	#A00E00	+	+	+	0.094
Vieira	S	14	AK	AK16	M	2	Vieira_14_AK16_M_2	19	11	0.5789473684	0.5789473684	Finland	61.1	23.52	88	AK	AK	AK	0.864677303694978	#A00E00	+	+	+	0.094
Vieira	S	14	AK	AK16	M	3	Vieira_14_AK16_M_3	19	2	0.1052631579	0.1052631579	Finland	61.1	23.52	88	AK	AK	AK	0.330422647920058	#A00E00	+	+	+	0.094
Vieira	S	14	AK	AK17	M	1	Vieira_14_AK17_M_1	20	19	0.95	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.094
Vieira	S	14	AK	AK17	M	2	Vieira_14_AK17_M_2	20	17	0.85	0.85	Finland	61.1	23.52	88	AK	AK	AK	1.17309691170282	#A00E00	+	+	+	0.094
Vieira	S	14	AK	AK17	M	3	Vieira_14_AK17_M_3	18	14	0.7777777778	0.7777777778	Finland	61.1	23.52	88	AK	AK	AK	1.07991364853231	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK18	M	1	Vieira_4_AK18_M_1	20	12	0.6	0.6	Finland	61.1	23.52	88	AK	AK	AK	0.886077123792614	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK18	M	2	Vieira_4_AK18_M_2	20	12	0.6	0.6	Finland	61.1	23.52	88	AK	AK	AK	0.886077123792614	#A00E00	+	+	+	0.094
Vieira	S	4	AK	AK18	M	3	Vieira_4_AK18_M_3	20	11	0.55	0.55	Finland	61.1	23.52	88	AK	AK	AK	0.835481873978228	#A00E00	+	+	+	0.094
Vieira	S	8	AK	AK20	M	1	Vieira_8_AK20_M_1	19	10	0.5263157895	0.5263157895	Finland	61.1	23.52	88	AK	AK	AK	0.811726117554585	#A00E00	+	+	+	0.094
Vieira	S	8	AK	AK20	M	2	Vieira_8_AK20_M_2	20	20	1	1	Finland	61.1	23.52	88	AK	AK	AK	1.5707963267949	#A00E00	+	+	+	0.094
Vieira	S	8	AK	AK20	M	3	Vieira_8_AK20_M_3	20	19	0.95	0.95	Finland	61.1	23.52	88	AK	AK	AK	1.34528292089677	#A00E00	+	+	+	0.094
Vieira	S	2	UM	UM2	M	1	Vieira_2_UM2_M_1	15	0	0	0	Ukraine	48.753	30.206	214	UM	UM	UM	0	#0086A8	+	+	+	0.094
Vieira	S	2	UM	UM2	M	2	Vieira_2_UM2_M_2	20	9	0.45	0.45	Ukraine	48.753	30.206	214	UM	UM	UM	0.735314452816668	#0086A8	+	+	+	0.094
Vieira	S	2	UM	UM2	M	3	Vieira_2_UM2_M_3	20	5	0.25	0.25	Ukraine	48.753	30.206	214	UM	UM	UM	0.523598775598299	#0086A8	+	+	+	0.094
Vieira	S	17	UM	UM4	M	1	Vieira_17_UM4_M_1	20	19	0.95	0.95	Ukraine	48.753	30.206	214	UM	UM	UM	1.34528292089677	#0086A8	+	+	+	0.094
Vieira	S	17	UM	UM4	M	2	Vieira_17_UM4_M_2	20	11	0.55	0.55	Ukraine	48.753	30.206	214	UM	UM	UM	0.835481873978228	#0086A8	+	+	+	0.094
Vieira	S	17	UM	UM4	M	3	Vieira_17_UM4_M_3	20	16	0.8	0.8	Ukraine	48.753	30.206	214	UM	UM	UM	1.10714871779409	#0086A8	+	+	+	0.094
Vieira	S	2	UM	UM5	M	1	Vieira_2_UM5_M_1	17	15	0.8823529412	0.8823529412	Ukraine	48.753	30.206	214	UM	UM	UM	1.22069054906427	#0086A8	+	+	+	0.094
Vieira	S	2	UM	UM5	M	2	Vieira_2_UM5_M_2	17	12	0.7058823529	0.7058823529	Ukraine	48.753	30.206	214	UM	UM	UM	0.997593017648857	#0086A8	+	+	+	0.094
Vieira	S	2	UM	UM5	M	3	Vieira_2_UM5_M_3	18	12	0.6666666667	0.6666666667	Ukraine	48.753	30.206	214	UM	UM	UM	0.955316618159864	#0086A8	+	+	+	0.094
Vieira	S	3	UM	UM6	M	1	Vieira_3_UM6_M_1	17	16	0.9411764706	0.9411764706	Ukraine	48.753	30.206	214	UM	UM	UM	1.32581766369303	#0086A8	-	-	-	0.094
Vieira	S	3	UM	UM6	M	2	Vieira_3_UM6_M_2	19	19	1	1	Ukraine	48.753	30.206	214	UM	UM	UM	1.5707963267949	#0086A8	-	-	-	0.094
Vieira	S	3	UM	UM6	M	3	Vieira_3_UM6_M_3	20	18	0.9	0.9	Ukraine	48.753	30.206	214	UM	UM	UM	1.24904577239825	#0086A8	-	-	-	0.094
Vieira	S	3	UM	UM7	M	1	Vieira_3_UM7_M_1	20	7	0.35	0.35	Ukraine	48.753	30.206	214	UM	UM	UM	0.633051836389749	#0086A8	+	+	+	0.094
Vieira	S	3	UM	UM7	M	2	Vieira_3_UM7_M_2	20	4	0.2	0.2	Ukraine	48.753	30.206	214	UM	UM	UM	0.463647609000806	#0086A8	+	+	+	0.094
Vieira	S	3	UM	UM7	M	3	Vieira_3_UM7_M_3	20	2	0.1	0.1	Ukraine	48.753	30.206	214	UM	UM	UM	0.321750554396642	#0086A8	+	+	+	0.094
