Supervisor.PI	Diet	Batch	Population	Line	Sex	Individual	PercT4	PercT5	PercT6	TotalPerc	PercT4_asin	PercT5_asin	PercT6_asin	TotalPerc_asin	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Schmidt	NS	1	RE	RE15	F	10	20	30	20	23.3333333333333	0.463647609000806	0.579639740363704	0.463647609000806	0.504130041125521	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE15	F	1	10	40	10	20	0.321750554396642	0.684719203002283	0.321750554396642	0.463647609000806	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE15	F	2	20	20	0	13.3333333333333	0.463647609000806	0.463647609000806	0	0.37379217483451	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE15	F	5	10	30	0	13.3333333333333	0.321750554396642	0.579639740363704	0	0.37379217483451	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE15	F	6	20	20	0	13.3333333333333	0.463647609000806	0.463647609000806	0	0.37379217483451	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE15	F	3	10	20	0	10	0.321750554396642	0.463647609000806	0	0.321750554396642	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE15	F	4	10	20	0	10	0.321750554396642	0.463647609000806	0	0.321750554396642	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE15	F	7	10	20	0	10	0.321750554396642	0.463647609000806	0	0.321750554396642	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE15	F	9	10	20	0	10	0.321750554396642	0.463647609000806	0	0.321750554396642	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE15	F	8	10	10	0	6.66666666666667	0.321750554396642	0.321750554396642	0	0.261157410903024	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE17	F	8	40	70	70	60	0.684719203002283	0.991156586431192	0.991156586431192	0.886077123792614	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE17	F	7	40	50	10	33.3333333333333	0.684719203002283	0.785398163397448	0.321750554396642	0.615479708670387	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE17	F	2	30	50	10	30	0.579639740363704	0.785398163397448	0.321750554396642	0.579639740363704	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE17	F	4	30	60	0	30	0.579639740363704	0.886077123792614	0	0.579639740363704	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE17	F	1	30	40	10	26.6666666666667	0.579639740363704	0.684719203002283	0.321750554396642	0.542639102249653	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE17	F	5	30	40	0	23.3333333333333	0.579639740363704	0.684719203002283	0	0.504130041125521	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE17	F	6	30	30	0	20	0.579639740363704	0.579639740363704	0	0.463647609000806	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE17	F	3	0	0	0	0	0	0	0	0	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	6	30	90	90	70	0.579639740363704	1.24904577239825	1.24904577239825	0.991156586431192	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	1	30	80	80	63.3333333333333	0.579639740363704	1.10714871779409	1.10714871779409	0.92036456131415	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	2	10	90	80	60	0.321750554396642	1.24904577239825	1.10714871779409	0.886077123792614	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	3	20	80	80	60	0.463647609000806	1.10714871779409	1.10714871779409	0.886077123792614	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	9	20	80	80	60	0.463647609000806	1.10714871779409	1.10714871779409	0.886077123792614	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	5	20	70	70	53.3333333333333	0.463647609000806	0.991156586431192	0.991156586431192	0.818756237602561	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	10	10	80	70	53.3333333333333	0.321750554396642	1.10714871779409	0.991156586431192	0.818756237602561	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	7	30	70	50	50	0.579639740363704	0.991156586431192	0.785398163397448	0.785398163397448	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	8	20	60	60	46.6666666666667	0.463647609000806	0.886077123792614	0.886077123792614	0.752040089192336	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE18	F	4	30	80	20	43.3333333333333	0.579639740363704	1.10714871779409	0.463647609000806	0.718532368692478	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE3	F	6	10	40	0	16.6666666666667	0.321750554396642	0.684719203002283	0	0.420534335283965	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE3	F	4	10	30	0	13.3333333333333	0.321750554396642	0.579639740363704	0	0.37379217483451	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE3	F	5	10	30	0	13.3333333333333	0.321750554396642	0.579639740363704	0	0.37379217483451	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE3	F	1	10	20	0	10	0.321750554396642	0.463647609000806	0	0.321750554396642	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE3	F	2	10	10	0	6.66666666666667	0.321750554396642	0.321750554396642	0	0.261157410903024	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE3	F	3	10	10	0	6.66666666666667	0.321750554396642	0.321750554396642	0	0.261157410903024	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE4	F	1	10	70	30	36.6666666666667	0.321750554396642	0.991156586431192	0.579639740363704	0.650431765480747	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE4	F	2	10	40	60	36.6666666666667	0.321750554396642	0.684719203002283	0.886077123792614	0.650431765480747	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE4	F	6	10	40	60	36.6666666666667	0.321750554396642	0.684719203002283	0.886077123792614	0.650431765480747	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE4	F	4	10	30	30	23.3333333333333	0.321750554396642	0.579639740363704	0.579639740363704	0.504130041125521	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE4	F	3	10	30	20	20	0.321750554396642	0.579639740363704	0.463647609000806	0.463647609000806	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE4	F	7	10	30	10	16.6666666666667	0.321750554396642	0.579639740363704	0.321750554396642	0.420534335283965	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE4	F	9	10	30	10	16.6666666666667	0.321750554396642	0.579639740363704	0.321750554396642	0.420534335283965	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE4	F	10	20	20	10	16.6666666666667	0.463647609000806	0.463647609000806	0.321750554396642	0.420534335283965	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE4	F	5	10	20	0	10	0.321750554396642	0.463647609000806	0	0.321750554396642	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE4	F	8	10	20	0	10	0.321750554396642	0.463647609000806	0	0.321750554396642	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE5	F	2	20	30	10	20	0.463647609000806	0.579639740363704	0.321750554396642	0.463647609000806	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE5	F	3	10	20	20	16.6666666666667	0.321750554396642	0.463647609000806	0.463647609000806	0.420534335283965	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE5	F	4	20	20	10	16.6666666666667	0.463647609000806	0.463647609000806	0.321750554396642	0.420534335283965	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE5	F	5	10	30	10	16.6666666666667	0.321750554396642	0.579639740363704	0.321750554396642	0.420534335283965	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE5	F	1	10	20	10	13.3333333333333	0.321750554396642	0.463647609000806	0.321750554396642	0.37379217483451	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE6	F	6	40	90	60	63.3333333333333	0.684719203002283	1.24904577239825	0.886077123792614	0.92036456131415	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE6	F	9	30	70	80	60	0.579639740363704	0.991156586431192	1.10714871779409	0.886077123792614	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE6	F	4	30	50	60	46.6666666666667	0.579639740363704	0.785398163397448	0.886077123792614	0.752040089192336	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE6	F	5	40	80	20	46.6666666666667	0.684719203002283	1.10714871779409	0.463647609000806	0.752040089192336	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE6	F	1	20	60	50	43.3333333333333	0.463647609000806	0.886077123792614	0.785398163397448	0.718532368692478	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE6	F	2	30	70	20	40	0.579639740363704	0.991156586431192	0.463647609000806	0.684719203002283	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE6	F	10	30	80	10	40	0.579639740363704	1.10714871779409	0.321750554396642	0.684719203002283	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE6	F	7	30	70	10	36.6666666666667	0.579639740363704	0.991156586431192	0.321750554396642	0.650431765480747	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE6	F	3	10	20	60	30	0.321750554396642	0.463647609000806	0.886077123792614	0.579639740363704	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE6	F	8	20	40	10	23.3333333333333	0.463647609000806	0.684719203002283	0.321750554396642	0.504130041125521	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	+	+	+	0.183
Schmidt	NS	1	RE	RE7	F	10	50	90	20	53.3333333333333	0.785398163397448	1.24904577239825	0.463647609000806	0.818756237602561	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE7	F	5	40	70	30	46.6666666666667	0.684719203002283	0.991156586431192	0.579639740363704	0.752040089192336	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE7	F	2	40	70	20	43.3333333333333	0.684719203002283	0.991156586431192	0.463647609000806	0.718532368692478	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE7	F	4	60	70	0	43.3333333333333	0.886077123792614	0.991156586431192	0	0.718532368692478	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE7	F	7	50	70	0	40	0.785398163397448	0.991156586431192	0	0.684719203002283	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE7	F	1	30	70	10	36.6666666666667	0.579639740363704	0.991156586431192	0.321750554396642	0.650431765480747	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE7	F	3	40	70	0	36.6666666666667	0.684719203002283	0.991156586431192	0	0.650431765480747	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE7	F	6	40	60	0	33.3333333333333	0.684719203002283	0.886077123792614	0	0.615479708670387	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE7	F	8	30	60	10	33.3333333333333	0.579639740363704	0.886077123792614	0.321750554396642	0.615479708670387	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	RE	RE7	F	9	20	50	0	23.3333333333333	0.463647609000806	0.785398163397448	0	0.504130041125521	Portugal	41.15	-8.41	175	RE	RE	RE	#7BA354	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	6	40	90	60	63.3333333333333	0.684719203002283	1.24904577239825	0.886077123792614	0.92036456131415	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	8	40	60	40	46.6666666666667	0.684719203002283	0.886077123792614	0.684719203002283	0.752040089192336	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	3	30	70	20	40	0.579639740363704	0.991156586431192	0.463647609000806	0.684719203002283	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	9	30	80	10	40	0.579639740363704	1.10714871779409	0.321750554396642	0.684719203002283	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	4	20	80	10	36.6666666666667	0.463647609000806	1.10714871779409	0.321750554396642	0.650431765480747	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	5	30	70	10	36.6666666666667	0.579639740363704	0.991156586431192	0.321750554396642	0.650431765480747	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	7	20	60	30	36.6666666666667	0.463647609000806	0.886077123792614	0.579639740363704	0.650431765480747	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	1	20	60	10	30	0.463647609000806	0.886077123792614	0.321750554396642	0.579639740363704	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	10	20	60	10	30	0.463647609000806	0.886077123792614	0.321750554396642	0.579639740363704	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM13	F	2	30	40	10	26.6666666666667	0.579639740363704	0.684719203002283	0.321750554396642	0.542639102249653	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	1	40	90	90	73.3333333333333	0.684719203002283	1.24904577239825	1.24904577239825	1.02815722454524	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	8	30	90	90	70	0.579639740363704	1.24904577239825	1.24904577239825	0.991156586431192	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	2	30	70	80	60	0.579639740363704	0.991156586431192	1.10714871779409	0.886077123792614	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	5	30	90	60	60	0.579639740363704	1.24904577239825	0.886077123792614	0.886077123792614	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	3	30	80	60	56.6666666666667	0.579639740363704	1.10714871779409	0.886077123792614	0.852263958102419	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	6	30	80	40	50	0.579639740363704	1.10714871779409	0.684719203002283	0.785398163397448	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	7	30	80	40	50	0.579639740363704	1.10714871779409	0.684719203002283	0.785398163397448	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	10	30	90	30	50	0.579639740363704	1.24904577239825	0.579639740363704	0.785398163397448	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	9	20	30	50	33.3333333333333	0.463647609000806	0.579639740363704	0.785398163397448	0.615479708670387	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM17	F	4	20	20	40	26.6666666666667	0.463647609000806	0.463647609000806	0.684719203002283	0.542639102249653	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	-	-	-	0.183
Schmidt	NS	1	UM	UM18	F	4	30	80	70	60	0.579639740363704	1.10714871779409	0.991156586431192	0.886077123792614	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM18	F	5	30	80	70	60	0.579639740363704	1.10714871779409	0.991156586431192	0.886077123792614	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM18	F	9	30	70	80	60	0.579639740363704	0.991156586431192	1.10714871779409	0.886077123792614	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM18	F	8	30	70	70	56.6666666666667	0.579639740363704	0.991156586431192	0.991156586431192	0.852263958102419	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM18	F	10	30	80	60	56.6666666666667	0.579639740363704	1.10714871779409	0.886077123792614	0.852263958102419	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM18	F	2	30	70	50	50	0.579639740363704	0.991156586431192	0.785398163397448	0.785398163397448	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM18	F	7	30	60	40	43.3333333333333	0.579639740363704	0.886077123792614	0.684719203002283	0.718532368692478	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM18	F	3	30	50	40	40	0.579639740363704	0.785398163397448	0.684719203002283	0.684719203002283	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM18	F	6	20	60	30	36.6666666666667	0.463647609000806	0.886077123792614	0.579639740363704	0.650431765480747	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM18	F	1	20	40	30	30	0.463647609000806	0.684719203002283	0.579639740363704	0.579639740363704	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	1	20	80	70	56.6666666666667	0.463647609000806	1.10714871779409	0.991156586431192	0.852263958102419	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	6	20	70	70	53.3333333333333	0.463647609000806	0.991156586431192	0.991156586431192	0.818756237602561	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	4	40	50	50	46.6666666666667	0.684719203002283	0.785398163397448	0.785398163397448	0.752040089192336	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	3	30	60	40	43.3333333333333	0.579639740363704	0.886077123792614	0.684719203002283	0.718532368692478	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	7	10	50	70	43.3333333333333	0.321750554396642	0.785398163397448	0.991156586431192	0.718532368692478	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	2	20	50	50	40	0.463647609000806	0.785398163397448	0.785398163397448	0.684719203002283	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	5	20	30	40	30	0.463647609000806	0.579639740363704	0.684719203002283	0.579639740363704	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	8	10	50	30	30	0.321750554396642	0.785398163397448	0.579639740363704	0.579639740363704	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	10	10	30	50	30	0.321750554396642	0.579639740363704	0.785398163397448	0.579639740363704	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM2	F	9	30	40	10	26.6666666666667	0.579639740363704	0.684719203002283	0.321750554396642	0.542639102249653	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM20	F	4	30	90	80	66.6666666666667	0.579639740363704	1.24904577239825	1.10714871779409	0.955316618124509	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM20	F	6	30	80	50	53.3333333333333	0.579639740363704	1.10714871779409	0.785398163397448	0.818756237602561	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM20	F	1	40	70	40	50	0.684719203002283	0.991156586431192	0.684719203002283	0.785398163397448	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM20	F	3	30	70	40	46.6666666666667	0.579639740363704	0.991156586431192	0.684719203002283	0.752040089192336	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM20	F	2	20	50	40	36.6666666666667	0.463647609000806	0.785398163397448	0.684719203002283	0.650431765480747	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM20	F	5	20	40	20	26.6666666666667	0.463647609000806	0.684719203002283	0.463647609000806	0.542639102249653	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	5	40	70	90	66.6666666666667	0.684719203002283	0.991156586431192	1.24904577239825	0.955316618124509	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	7	30	70	70	56.6666666666667	0.579639740363704	0.991156586431192	0.991156586431192	0.852263958102419	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	2	40	70	50	53.3333333333333	0.684719203002283	0.991156586431192	0.785398163397448	0.818756237602561	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	3	30	50	70	50	0.579639740363704	0.785398163397448	0.991156586431192	0.785398163397448	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	9	30	70	50	50	0.579639740363704	0.991156586431192	0.785398163397448	0.785398163397448	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	4	30	60	50	46.6666666666667	0.579639740363704	0.886077123792614	0.785398163397448	0.752040089192336	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	6	30	80	30	46.6666666666667	0.579639740363704	1.10714871779409	0.579639740363704	0.752040089192336	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	8	30	60	20	36.6666666666667	0.579639740363704	0.886077123792614	0.463647609000806	0.650431765480747	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	1	20	60	10	30	0.463647609000806	0.886077123792614	0.321750554396642	0.579639740363704	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM21	F	10	20	40	30	30	0.463647609000806	0.684719203002283	0.579639740363704	0.579639740363704	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM22	F	9	30	70	60	53.3333333333333	0.579639740363704	0.991156586431192	0.886077123792614	0.818756237602561	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM22	F	1	20	50	60	43.3333333333333	0.463647609000806	0.785398163397448	0.886077123792614	0.718532368692478	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM22	F	8	30	80	20	43.3333333333333	0.579639740363704	1.10714871779409	0.463647609000806	0.718532368692478	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM22	F	5	30	40	40	36.6666666666667	0.579639740363704	0.684719203002283	0.684719203002283	0.650431765480747	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM22	F	6	20	30	20	23.3333333333333	0.463647609000806	0.579639740363704	0.463647609000806	0.504130041125521	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
Schmidt	NS	1	UM	UM22	F	10	20	30	20	23.3333333333333	0.463647609000806	0.579639740363704	0.463647609000806	0.504130041125521	Ukraine	48.753	30.206	214	UM	UM	UM	#0086A8	+	+	+	0.183
