Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,DW_micrograms,Country,Latitude,Longitude,Altitude
Colinet,NS,1,RE,RE6,M,10,0.329,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM25,M,10,0.329,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM28,M,4,0.329,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM7,M,16,0.329,Ukraine,48.753,30.206,214
Colinet,NS,3,MA,MA28,M,17,0.328,Austria,48.375,15.56,572
Colinet,NS,1,MU,MU2,M,17,0.328,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU8,M,10,0.328,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU8,M,21,0.328,Germany,48.18,11.61,520
Colinet,NS,2,UM,UM28,M,10,0.328,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM9,M,2,0.328,Ukraine,48.753,30.206,214
Colinet,NS,2,YE,YE24,M,3,0.328,Turkey,40.231,32.26,680
Colinet,NS,3,YE,YE80,M,22,0.328,Turkey,40.231,32.26,680
Colinet,NS,1,KA,KA5,M,4,0.327,Denmark,55.945,10.213,15
Colinet,NS,3,MU,MU17,M,3,0.327,Germany,48.18,11.61,520
Colinet,NS,2,RE,RE10,M,4,0.327,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE2,M,7,0.327,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE2,M,13,0.327,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE8,M,2,0.327,Portugal,41.15,-8.41,175
Colinet,NS,1,UM,UM7,M,20,0.327,Ukraine,48.753,30.206,214
Colinet,NS,1,AK,AK2,M,21,0.326,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,M,4,0.326,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK6,M,5,0.326,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,1,0.352,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,2,0.434,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,3,0.444,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,4,0.358,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,5,0.402,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,6,0.414,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,7,0.396,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,8,0.474,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,9,0.387,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,10,0.403,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,11,0.412,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,12,0.442,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,13,0.448,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,14,0.374,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,15,0.381,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,16,0.423,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,17,0.388,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,18,0.443,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,19,0.47,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,20,0.431,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,21,0.355,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,22,0.416,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,23,0.378,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK17,F,24,0.492,Finland,61.1,23.52,88
Colinet,NS,2,GI,GI7,M,25,0.326,Spain,41.618,0.62,173
Colinet,NS,2,KA,KA11,M,15,0.326,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA7,M,7,0.326,Denmark,55.945,10.213,15
Colinet,NS,3,MA,MA33,M,11,0.326,Austria,48.375,15.56,572
Colinet,NS,1,UM,UM9,M,8,0.326,Ukraine,48.753,30.206,214
Colinet,NS,1,KA,KA3,M,9,0.325,Denmark,55.945,10.213,15
Colinet,NS,1,MA,MA7,M,10,0.325,Austria,48.375,15.56,572
Colinet,NS,2,MU,MU12,M,7,0.325,Germany,48.18,11.61,520
Colinet,NS,3,MU,MU13,M,24,0.325,Germany,48.18,11.61,520
Colinet,NS,2,RE,RE13,M,25,0.325,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE15,M,13,0.325,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE16,M,14,0.325,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE16,M,15,0.325,Portugal,41.15,-8.41,175
Colinet,NS,2,RE,RE16,M,16,0.325,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM26,M,13,0.325,Ukraine,48.753,30.206,214
Colinet,NS,1,AK,AK2,M,14,0.324,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK5,M,10,0.324,Finland,61.1,23.52,88
Colinet,NS,1,KA,KA2,M,11,0.324,Denmark,55.945,10.213,15
Colinet,NS,1,RE,RE6,M,12,0.324,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM20,M,2,0.324,Ukraine,48.753,30.206,214
Colinet,NS,2,VA,VA30,M,8,0.324,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA66,M,24,0.324,Russia,57.979,33.244,217
Colinet,NS,3,YE,YE69,M,25,0.324,Turkey,40.231,32.26,680
Colinet,NS,1,AK,AK5,M,2,0.323,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,1,0.514,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,2,0.488,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,3,0.545,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,4,0.484,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,5,0.392,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,6,0.467,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,7,0.548,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,8,0.504,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,9,0.503,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,10,0.485,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,11,0.443,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,12,0.547,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,13,0.333,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,14,0.404,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,15,0.436,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,16,0.413,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,17,0.508,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,18,0.481,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,19,0.485,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,20,0.51,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,21,0.522,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,22,0.461,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,23,0.519,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK18,F,24,0.583,Finland,61.1,23.52,88
Colinet,NS,2,MA,MA18,M,12,0.323,Austria,48.375,15.56,572
Colinet,NS,1,RE,RE2,M,5,0.323,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM20,M,10,0.323,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM28,M,16,0.323,Ukraine,48.753,30.206,214
Colinet,NS,2,VA,VA34,M,5,0.323,Russia,57.979,33.244,217
Colinet,NS,2,KA,KA16,M,1,0.322,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA7,M,5,0.322,Denmark,55.945,10.213,15
Colinet,NS,3,MA,MA31,M,6,0.322,Austria,48.375,15.56,572
Colinet,NS,2,UM,UM18,M,2,0.322,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM18,M,11,0.322,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM7,M,14,0.322,Ukraine,48.753,30.206,214
Colinet,NS,2,VA,VA46,M,6,0.322,Russia,57.979,33.244,217
Colinet,NS,2,AK,AK8,M,18,0.321,Finland,61.1,23.52,88
Colinet,NS,2,KA,KA16,M,19,0.321,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA24,M,16,0.321,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA25,M,17,0.321,Denmark,55.945,10.213,15
Colinet,NS,1,MA,MA13,M,2,0.321,Austria,48.375,15.56,572
Colinet,NS,3,MU,MU18,M,14,0.321,Germany,48.18,11.61,520
Colinet,NS,2,UM,UM18,M,23,0.321,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM25,M,19,0.321,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM4,M,21,0.321,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM4,M,22,0.321,Ukraine,48.753,30.206,214
Colinet,NS,2,VA,VA30,M,14,0.321,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA46,M,18,0.321,Russia,57.979,33.244,217
Colinet,NS,1,AK,AK2,F,1,0.63,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,2,0.581,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,3,0.543,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,4,0.568,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,5,0.451,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,6,0.597,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,7,0.551,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,8,0.548,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,9,0.621,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,10,0.603,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,11,0.553,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,12,0.541,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,13,0.511,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,14,0.543,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,15,0.557,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,16,0.543,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,17,0.597,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,18,0.652,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,19,0.568,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,20,0.526,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,21,0.504,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,22,0.329,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,23,0.516,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK2,F,24,0.568,Finland,61.1,23.52,88
Colinet,NS,2,KA,KA28,M,23,0.32,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA3,M,24,0.32,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA3,M,25,0.32,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA7,M,22,0.32,Denmark,55.945,10.213,15
Colinet,NS,1,MA,MA12,M,23,0.32,Austria,48.375,15.56,572
Colinet,NS,2,MA,MA18,M,3,0.32,Austria,48.375,15.56,572
Colinet,NS,2,MA,MA23,M,1,0.32,Austria,48.375,15.56,572
Colinet,NS,3,MU,MU19,M,14,0.32,Germany,48.18,11.61,520
Colinet,NS,2,RE,RE8,M,4,0.32,Portugal,41.15,-8.41,175
Colinet,NS,1,VA,VA15,M,5,0.32,Russia,57.979,33.244,217
Colinet,NS,2,YE,YE27,M,18,0.32,Turkey,40.231,32.26,680
Colinet,NS,2,KA,KA24,M,18,0.319,Denmark,55.945,10.213,15
Colinet,NS,2,MA,MA21,M,21,0.319,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA30,M,8,0.319,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA31,M,9,0.319,Austria,48.375,15.56,572
Colinet,NS,1,RE,RE6,M,10,0.319,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM18,M,12,0.319,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM18,M,19,0.319,Ukraine,48.753,30.206,214
Colinet,NS,2,KA,KA15,M,17,0.318,Denmark,55.945,10.213,15
Colinet,NS,3,MA,MA28,M,18,0.318,Austria,48.375,15.56,572
Colinet,NS,2,MU,MU12,M,21,0.318,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,M,2,0.318,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,M,18,0.318,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,M,19,0.318,Germany,48.18,11.61,520
Colinet,NS,3,AK,AK20,F,1,0.405,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,2,0.394,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,3,0.339,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,4,0.449,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,5,0.353,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,6,0.402,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,7,0.385,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,8,0.358,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,9,0.413,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,10,0.347,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,11,0.302,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,12,0.389,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,13,0.464,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,14,0.389,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,15,0.429,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,16,0.379,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,17,0.4,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,18,0.385,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,19,0.427,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,20,0.37,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,21,0.355,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,22,0.35,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,23,0.411,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK20,F,24,0.347,Finland,61.1,23.52,88
Colinet,NS,2,RE,RE13,M,25,0.318,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE2,M,17,0.318,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM25,M,17,0.318,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM7,M,3,0.318,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM8,M,23,0.318,Ukraine,48.753,30.206,214
Colinet,NS,2,VA,VA46,M,3,0.318,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA48,M,19,0.318,Russia,57.979,33.244,217
Colinet,NS,1,AK,AK3,M,20,0.317,Finland,61.1,23.52,88
Colinet,NS,1,GI,GI5,M,10,0.317,Spain,41.618,0.62,173
Colinet,NS,2,KA,KA24,M,13,0.317,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA28,M,16,0.317,Denmark,55.945,10.213,15
Colinet,NS,1,MU,MU1,M,14,0.317,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,M,15,0.317,Germany,48.18,11.61,520
Colinet,NS,1,UM,UM7,M,7,0.317,Ukraine,48.753,30.206,214
Colinet,NS,2,VA,VA57,M,21,0.317,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA66,M,11,0.317,Russia,57.979,33.244,217
Colinet,NS,2,YE,YE27,M,8,0.317,Turkey,40.231,32.26,680
Colinet,NS,2,AK,AK11,M,11,0.316,Finland,61.1,23.52,88
Colinet,NS,2,AK,AK7,M,17,0.316,Finland,61.1,23.52,88
Colinet,NS,1,KA,KA3,M,18,0.316,Denmark,55.945,10.213,15
Colinet,NS,1,MA,MA12,M,2,0.316,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA28,M,1,0.316,Austria,48.375,15.56,572
Colinet,NS,1,MU,MU5,M,11,0.316,Germany,48.18,11.61,520
Colinet,NS,1,RE,RE2,M,19,0.316,Portugal,41.15,-8.41,175
Colinet,NS,3,AK,AK21,F,1,0.418,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,2,0.446,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,3,0.458,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,4,0.402,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,5,0.483,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,6,0.485,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,7,0.482,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,8,0.456,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,9,0.404,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,10,0.408,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,11,0.483,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,12,0.378,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,13,0.385,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,14,0.445,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,15,0.425,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,16,0.438,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,17,0.347,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,18,0.305,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,19,0.537,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,20,0.467,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,21,0.457,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,22,0.398,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,23,0.45,Finland,61.1,23.52,88
Colinet,NS,3,AK,AK21,F,24,0.483,Finland,61.1,23.52,88
Colinet,NS,1,RE,RE6,M,1,0.316,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM13,M,22,0.316,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM25,M,14,0.316,Ukraine,48.753,30.206,214
Colinet,NS,2,VA,VA47,M,22,0.316,Russia,57.979,33.244,217
Colinet,NS,2,VA,VA57,M,15,0.316,Russia,57.979,33.244,217
Colinet,NS,1,YE,YE14,M,11,0.316,Turkey,40.231,32.26,680
Colinet,NS,3,AK,AK21,M,5,0.315,Finland,61.1,23.52,88
Colinet,NS,1,GI,GI5,M,16,0.315,Spain,41.618,0.62,173
Colinet,NS,3,MA,MA31,M,17,0.315,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA31,M,18,0.315,Austria,48.375,15.56,572
Colinet,NS,1,MU,MU1,M,15,0.315,Germany,48.18,11.61,520
Colinet,NS,2,RE,RE11,M,16,0.315,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE2,M,14,0.315,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE2,M,21,0.315,Portugal,41.15,-8.41,175
Colinet,NS,1,RE,RE3,M,19,0.315,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM20,M,17,0.315,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM21,M,19,0.315,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM28,M,9,0.315,Ukraine,48.753,30.206,214
Colinet,NS,2,VA,VA47,M,9,0.315,Russia,57.979,33.244,217
Colinet,NS,1,GI,GI5,M,21,0.314,Spain,41.618,0.62,173
Colinet,NS,2,KA,KA17,M,21,0.314,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA7,M,3,0.314,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA7,M,9,0.314,Denmark,55.945,10.213,15
Colinet,NS,2,MA,MA18,M,20,0.314,Austria,48.375,15.56,572
Colinet,NS,1,AK,AK3,F,1,0.528,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,2,0.48,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,3,0.604,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,4,0.465,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,5,0.525,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,6,0.506,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,7,0.603,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,8,0.454,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,9,0.47,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,10,0.522,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,11,0.518,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,12,0.533,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,13,0.542,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,14,0.548,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,15,0.589,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,16,0.482,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,17,0.449,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,18,0.514,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,19,0.534,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,20,0.502,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,21,0.476,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,22,0.609,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,23,0.537,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK3,F,24,0.486,Finland,61.1,23.52,88
Colinet,NS,3,MA,MA27,M,17,0.314,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA33,M,17,0.314,Austria,48.375,15.56,572
Colinet,NS,3,MU,MU13,M,15,0.314,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,M,23,0.314,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU5,M,13,0.314,Germany,48.18,11.61,520
Colinet,NS,2,VA,VA46,M,24,0.314,Russia,57.979,33.244,217
Colinet,NS,1,VA,VA6,M,5,0.314,Russia,57.979,33.244,217
Colinet,NS,2,YE,YE27,M,16,0.314,Turkey,40.231,32.26,680
Colinet,NS,3,AK,AK15,M,21,0.313,Finland,61.1,23.52,88
Colinet,NS,1,GI,GI1,M,12,0.313,Spain,41.618,0.62,173
Colinet,NS,1,GI,GI5,M,20,0.313,Spain,41.618,0.62,173
Colinet,NS,2,KA,KA11,M,12,0.313,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA11,M,20,0.313,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA17,M,2,0.313,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA17,M,4,0.313,Denmark,55.945,10.213,15
Colinet,NS,3,MU,MU18,M,19,0.313,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU2,M,13,0.313,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU4,M,14,0.313,Germany,48.18,11.61,520
Colinet,NS,2,RE,RE11,M,15,0.313,Portugal,41.15,-8.41,175
Colinet,NS,2,UM,UM18,M,10,0.313,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM20,M,3,0.313,Ukraine,48.753,30.206,214
Colinet,NS,2,UM,UM25,M,6,0.313,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM5,M,24,0.313,Ukraine,48.753,30.206,214
Colinet,NS,3,YE,YE80,M,5,0.313,Turkey,40.231,32.26,680
Colinet,NS,1,AK,AK4,F,1,0.54,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,2,0.573,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,3,0.438,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,4,0.497,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,5,0.392,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,6,0.505,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,7,0.566,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,8,0.524,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,9,0.467,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,10,0.418,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,11,0.52,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,12,0.518,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,13,0.529,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,14,0.492,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,15,0.532,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,16,0.487,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,17,0.576,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,18,0.638,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,19,0.455,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,20,0.49,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,21,0.546,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,22,0.604,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,23,0.504,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK4,F,24,0.44,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK5,M,18,0.312,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK5,M,24,0.312,Finland,61.1,23.52,88
Colinet,NS,2,KA,KA28,M,15,0.312,Denmark,55.945,10.213,15
Colinet,NS,2,MA,MA21,M,17,0.312,Austria,48.375,15.56,572
Colinet,NS,1,MU,MU1,M,11,0.312,Germany,48.18,11.61,520
Colinet,NS,2,MU,MU12,M,15,0.312,Germany,48.18,11.61,520
Colinet,NS,1,MU,MU3,M,16,0.312,Germany,48.18,11.61,520
Colinet,NS,1,UM,UM7,M,6,0.312,Ukraine,48.753,30.206,214
Colinet,NS,1,UM,UM9,M,16,0.312,Ukraine,48.753,30.206,214
Colinet,NS,3,YE,YE69,M,17,0.312,Turkey,40.231,32.26,680
Colinet,NS,1,AK,AK5,M,12,0.311,Finland,61.1,23.52,88
Colinet,NS,1,AK,AK6,M,13,0.311,Finland,61.1,23.52,88
Colinet,NS,2,AK,AK7,M,12,0.311,Finland,61.1,23.52,88
Colinet,NS,2,KA,KA11,M,17,0.311,Denmark,55.945,10.213,15
Colinet,NS,2,KA,KA29,M,11,0.311,Denmark,55.945,10.213,15
Colinet,NS,1,KA,KA3,M,12,0.311,Denmark,55.945,10.213,15
Colinet,NS,3,MA,MA28,M,13,0.311,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA30,M,4,0.311,Austria,48.375,15.56,572
Colinet,NS,3,MA,MA31,M,5,0.311,Austria,48.375,15.56,572
