Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,DW_micrograms,Country,Latitude,Longitude,Altitude
Hoedjes,NS,2,GI,GI7,F,16,0.32,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI7,F,17,0.367,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI7,F,18,0.385,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI7,F,19,0.437,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI7,F,20,0.464,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI7,F,21,0.462,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI7,F,22,0.37,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI7,F,23,0.4,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI7,F,24,0.396,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,1,0.436,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,2,0.444,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,3,0.427,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,4,0.438,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,5,0.39,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,6,0.496,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,7,0.38,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,8,0.461,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,9,0.46,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,10,0.455,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,11,0.454,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,12,0.428,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,13,0.422,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,14,0.498,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,15,0.451,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,16,0.477,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,17,0.426,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,18,0.502,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,19,0.452,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,20,0.56,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,21,0.39,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI8,F,22,0.476,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,1,0.554,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,2,0.564,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,3,0.519,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,4,0.522,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,5,0.513,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,6,0.525,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,7,0.529,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,8,0.498,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,9,0.445,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,10,0.513,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,11,0.569,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,12,0.549,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,13,0.512,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,14,0.423,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,15,0.51,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,16,0.587,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,17,0.544,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,18,0.612,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,19,0.472,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,20,0.551,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,21,0.427,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,22,0.522,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,23,0.473,Spain,41.618,0.62,173
Hoedjes,NS,2,GI,GI9,F,24,0.531,Spain,41.618,0.62,173
Hoedjes,NS,1,KA,KA1,F,1,0.422,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,2,0.493,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,3,0.44,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,4,0.42,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,5,0.449,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,6,0.444,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,7,0.434,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,8,0.435,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,9,0.379,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,10,0.483,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,11,0.471,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,12,0.439,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,13,0.449,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,14,0.518,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,15,0.481,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,16,0.462,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,17,0.473,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,18,0.416,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,19,0.483,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,20,0.465,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,21,0.315,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,22,0.435,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,23,0.389,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA1,F,24,0.327,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,1,0.467,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,2,0.396,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,3,0.551,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,4,0.504,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,5,0.469,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,6,0.532,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,7,0.409,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,8,0.48,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,9,0.488,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,10,0.529,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,11,0.429,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,12,0.45,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,13,0.52,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,14,0.476,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,15,0.465,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,16,0.343,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,17,0.39,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,18,0.461,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,19,0.373,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,20,0.374,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,21,0.456,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA10,F,22,0.372,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,1,0.487,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,2,0.483,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,3,0.533,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,4,0.464,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,5,0.495,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,6,0.488,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,7,0.518,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,8,0.496,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,9,0.501,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,10,0.446,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,11,0.503,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,12,0.427,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,13,0.489,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,14,0.49,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,15,0.392,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,16,0.488,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,17,0.435,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,18,0.493,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,19,0.509,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,20,0.481,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,21,0.546,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,22,0.43,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,23,0.575,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA11,F,24,0.454,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,1,0.383,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,2,0.424,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,3,0.398,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,4,0.451,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,5,0.334,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,6,0.423,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,7,0.396,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,8,0.387,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,9,0.483,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,10,0.315,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,11,0.442,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,12,0.314,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,13,0.463,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,14,0.382,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,15,0.392,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,16,0.408,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,17,0.343,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,18,0.349,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,19,0.304,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,20,0.445,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,21,0.367,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,22,0.414,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,23,0.418,Denmark,55.945,10.213,15
Hoedjes,NS,2,KA,KA13,F,24,0.348,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,1,0.425,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,2,0.436,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,3,0.453,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,4,0.495,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,5,0.511,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,6,0.427,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,7,0.425,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,8,0.462,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,9,0.453,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,10,0.505,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,11,0.384,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,12,0.402,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,13,0.513,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,14,0.472,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,15,0.406,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,16,0.408,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,17,0.404,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,18,0.364,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,19,0.443,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,20,0.422,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,21,0.356,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,22,0.402,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,23,0.489,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA14,F,24,0.414,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,1,0.524,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,2,0.507,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,3,0.514,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,4,0.505,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,5,0.38,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,6,0.452,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,7,0.531,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,8,0.531,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,9,0.37,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,10,0.489,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,11,0.538,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,12,0.498,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,13,0.487,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,14,0.538,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,15,0.39,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,16,0.379,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,17,0.454,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,18,0.423,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,19,0.449,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,20,0.444,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,21,0.517,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,22,0.43,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,23,0.473,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA15,F,24,0.429,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,1,0.517,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,2,0.501,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,3,0.489,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,4,0.473,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,5,0.574,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,6,0.483,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,7,0.529,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,8,0.488,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,9,0.466,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,10,0.5,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,11,0.459,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,12,0.384,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,13,0.534,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,14,0.511,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,15,0.628,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,16,0.51,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,17,0.517,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,18,0.506,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,19,0.571,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,20,0.551,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,21,0.591,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,22,0.397,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,23,0.53,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA16,F,24,0.558,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,1,0.456,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,2,0.441,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,3,0.475,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,4,0.46,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,5,0.359,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,6,0.384,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,7,0.44,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,8,0.527,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,9,0.43,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,10,0.508,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,11,0.458,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,12,0.53,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,13,0.365,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,14,0.533,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,15,0.395,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,16,0.397,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,17,0.434,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,18,0.372,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,19,0.421,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,20,0.422,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,21,0.521,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,22,0.419,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,23,0.369,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA17,F,24,0.474,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,1,0.485,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,2,0.431,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,3,0.494,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,4,0.484,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,5,0.53,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,6,0.447,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,7,0.466,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,8,0.418,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,9,0.457,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,10,0.469,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,11,0.433,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,12,0.472,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,13,0.422,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,14,0.493,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,15,0.403,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,16,0.498,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,17,0.444,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,18,0.446,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,19,0.459,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,20,0.49,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,21,0.444,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,22,0.485,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,23,0.485,Denmark,55.945,10.213,15
Hoedjes,NS,3,KA,KA18,F,24,0.46,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,1,0.613,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,2,0.437,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,3,0.515,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,4,0.516,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,5,0.469,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,6,0.371,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,7,0.357,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,8,0.49,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,9,0.526,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,10,0.522,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,11,0.498,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,12,0.494,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,13,0.446,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,14,0.478,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,15,0.415,Denmark,55.945,10.213,15
Hoedjes,NS,1,KA,KA2,F,16,0.583,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,17,0.44,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,18,0.553,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,19,0.512,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,20,0.544,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,21,0.489,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,22,0.49,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,23,0.6,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,24,0.622,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,25,0.477,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,26,0.509,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,27,0.527,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA2,F,28,0.496,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,1,0.431,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,2,0.488,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,3,0.504,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,4,0.458,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,5,0.398,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,6,0.461,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,7,0.519,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,8,0.464,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,9,0.438,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,10,0.473,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,11,0.451,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,12,0.428,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,13,0.45,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,14,0.438,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,15,0.472,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,16,0.466,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,17,0.449,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,18,0.48,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,19,0.48,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,20,0.45,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,21,0.444,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,22,0.42,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,23,0.454,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA23,F,24,0.45,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,1,0.438,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,2,0.43,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,3,0.443,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,4,0.409,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,5,0.399,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,6,0.394,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,7,0.402,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,8,0.38,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,9,0.412,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,10,0.42,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,11,0.435,Denmark,55.945,10.213,15
Hoedjes,NS,4,KA,KA24,F,12,0.433,Denmark,55.945,10.213,15
