Supervisor.PI,Diet,Batch,Population,Line,Sex,ReplicateVialOld,ReplicateVial,Individual,TL_micrometers,Country,Latitude,Longitude,Altitude
Kozeretska,NS,1,MA,MA27,F,1,Kozeretska_1_MA27_1,19,944,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA33,F,1,Kozeretska_2_MA33_1,1,944,Austria,48.375,15.56,572
Kozeretska,NS,1,UM,UM7,F,1,Kozeretska_1_UM7_1,10,944,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM4,F,1,Kozeretska_1_UM4_1,9,944,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM5,F,1,Kozeretska_2_UM5_1,15,944,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM18,F,1,Kozeretska_1_UM18_1,8,944,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM18,F,1,Kozeretska_1_UM18_1,15,944,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM18,F,1,Kozeretska_2_UM18_1,14,944,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM23,F,1,Kozeretska_1_UM23_1,14,944,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM29,F,1,Kozeretska_2_UM29_1,9,944,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM29,F,1,Kozeretska_2_UM29_1,14,944,Ukraine,48.753,30.206,214
Kozeretska,NS,1,KA,KA15,F,1,Kozeretska_1_KA15_1,15,944,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA15,F,1,Kozeretska_2_KA15_1,8,944,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA13,F,1,Kozeretska_1_KA13_1,17,944,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA7,F,1,Kozeretska_2_KA7_1,4,944,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA7,F,1,Kozeretska_2_KA7_1,17,944,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA17,F,1,Kozeretska_2_KA17_1,16,944,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA10,F,1,Kozeretska_2_KA10_1,16,944,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA2,F,1,Kozeretska_2_KA2_1,6,944,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA18,F,1,Kozeretska_2_KA18_1,19,944,Denmark,55.945,10.213,15
Kozeretska,NS,1,VA,VA34,F,1,Kozeretska_1_VA34_1,5,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA34,F,1,Kozeretska_1_VA34_1,19,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA1,F,1,Kozeretska_2_VA1_1,5,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA6,M,1,Kozeretska_2_VA6_1,17,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA46,F,1,Kozeretska_2_VA46_1,11,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA46,F,1,Kozeretska_2_VA46_1,20,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA26,M,1,Kozeretska_2_VA26_1,18,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA26,F,1,Kozeretska_1_VA26_1,6,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA11,F,1,Kozeretska_2_VA11_1,19,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA30,F,1,Kozeretska_1_VA30_1,9,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA35,F,1,Kozeretska_1_VA35_1,2,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA35,F,1,Kozeretska_1_VA35_1,3,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA35,F,1,Kozeretska_1_VA35_1,15,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA35,F,1,Kozeretska_2_VA35_1,15,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA44,M,1,Kozeretska_1_VA44_1,9,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA44,M,1,Kozeretska_2_VA44_1,5,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA57,M,1,Kozeretska_1_VA57_1,18,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA57,F,1,Kozeretska_2_VA57_1,8,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA57,F,1,Kozeretska_2_VA57_1,16,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA57,F,1,Kozeretska_2_VA57_1,19,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA71,M,1,Kozeretska_1_VA71_1,9,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA71,F,1,Kozeretska_2_VA71_1,15,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA48,M,1,Kozeretska_1_VA48_1,12,944,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA48,F,1,Kozeretska_2_VA48_1,15,944,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA55,F,1,Kozeretska_1_VA55_1,13,944,Russia,57.979,33.244,217
Kozeretska,NS,2,YE,YE33,M,1,Kozeretska_2_YE33_1,4,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE33,F,1,Kozeretska_1_YE33_1,12,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE51,M,1,Kozeretska_1_YE51_1,8,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE51,F,1,Kozeretska_1_YE51_1,17,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE22,F,1,Kozeretska_1_YE22_1,12,944,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE22,F,1,Kozeretska_2_YE22_1,7,944,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE22,F,1,Kozeretska_2_YE22_1,16,944,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE22,F,1,Kozeretska_2_YE22_1,18,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE26,M,1,Kozeretska_1_YE26_1,13,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE27,M,1,Kozeretska_1_YE27_1,2,944,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE27,M,1,Kozeretska_2_YE27_1,6,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE27,F,1,Kozeretska_1_YE27_1,2,944,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE40,M,1,Kozeretska_2_YE40_1,9,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE40,F,1,Kozeretska_1_YE40_1,2,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE40,F,1,Kozeretska_1_YE40_1,7,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE48,F,1,Kozeretska_1_YE48_1,6,944,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE80,F,1,Kozeretska_2_YE80_1,16,944,Turkey,40.231,32.26,680
Kozeretska,NS,1,RE,RE13,F,1,Kozeretska_1_RE13_1,16,944,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE13,F,1,Kozeretska_1_RE13_1,18,944,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE13,F,1,Kozeretska_2_RE13_1,1,944,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE13,F,1,Kozeretska_2_RE13_1,3,944,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE2,M,1,Kozeretska_1_RE2_1,9,944,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE2,F,1,Kozeretska_1_RE2_1,13,944,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE17,F,1,Kozeretska_1_RE17_1,7,944,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE17,F,1,Kozeretska_2_RE17_1,11,944,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE17,F,1,Kozeretska_2_RE17_1,20,944,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE11,F,1,Kozeretska_2_RE11_1,9,944,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE3,M,1,Kozeretska_1_RE3_1,1,944,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE1,F,1,Kozeretska_1_RE1_1,19,944,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE1,F,1,Kozeretska_2_RE1_1,6,944,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE7,M,1,Kozeretska_2_RE7_1,12,944,Portugal,41.15,-8.41,175
Ritchie,S,6,AK,AK2,F,2,Ritchie_6_AK2_2,358,944,Finland,61.1,23.52,88
Ritchie,S,1,MA,MA3,F,1,Ritchie_1_MA3_1,1537,944,Austria,48.375,15.56,572
Ritchie,S,10,MA,MA7,M,3,Ritchie_10_MA7_3,1849,944,Austria,48.375,15.56,572
Ritchie,S,13,MA,MA9,M,3,Ritchie_13_MA9_3,1943,944,Austria,48.375,15.56,572
Ritchie,S,4,MU,MU2,F,3,Ritchie_4_MU2_3,2097,944,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,F,1,Schmidt_1_MU10_1,7,943.9,Germany,48.18,11.61,520
Schmidt,NS,1,KA,KA13,F,1,Schmidt_1_KA13_1,2,943.8097435,Denmark,55.945,10.213,15
Schmidt,NS,1,VA,VA55,F,1,Schmidt_1_VA55_1,3,943.1711751,Russia,57.979,33.244,217
Posnien,S,1,UM,UM5,F,1,Posnien_1_UM5_1,2,943.161,Ukraine,48.753,30.206,214
Schmidt,NS,1,VA,VA22,F,1,Schmidt_1_VA22_1,8,943.0792119,Russia,57.979,33.244,217
Ritchie,S,12,AK,AK4,F,3,Ritchie_12_AK4_3,948,943,Finland,61.1,23.52,88
Ritchie,S,15,GI,GI5,F,1,Ritchie_15_GI5_1,1056,943,Spain,41.618,0.62,173
Ritchie,S,10,KA,KA5,F,1,Ritchie_10_KA5_1,1396,943,Denmark,55.945,10.213,15
Ritchie,S,13,KA,KA6,F,2,Ritchie_13_KA6_2,1484,943,Denmark,55.945,10.213,15
Ritchie,S,13,MA,MA9,M,3,Ritchie_13_MA9_3,1940,943,Austria,48.375,15.56,572
Ritchie,S,13,MA,MA9,F,2,Ritchie_13_MA9_2,1898,943,Austria,48.375,15.56,572
Schmidt,NS,1,GI,GI11,F,1,Schmidt_1_GI11_1,8,942.71,Spain,41.618,0.62,173
Schmidt,NS,1,AK,AK18,F,1,Schmidt_1_AK18_1,1,942.68,Finland,61.1,23.52,88
Schmidt,NS,1,GI,GI11,F,1,Schmidt_1_GI11_1,2,942.47,Spain,41.618,0.62,173
Schmidt,NS,1,VA,VA26,F,1,Schmidt_1_VA26_1,7,942.4154973,Russia,57.979,33.244,217
Posnien,S,1,MU,MU15,F,1,Posnien_1_MU15_1,5,942.164,Germany,48.18,11.61,520
Schmidt,NS,1,MA,MA27,F,1,Schmidt_1_MA27_1,3,942.12,Austria,48.375,15.56,572
Ritchie,S,12,AK,AK4,F,3,Ritchie_12_AK4_3,941,942,Finland,61.1,23.52,88
Ritchie,S,9,GI,GI3,F,2,Ritchie_9_GI3_2,201,942,Spain,41.618,0.62,173
Ritchie,S,9,GI,GI3,F,3,Ritchie_9_GI3_3,231,942,Spain,41.618,0.62,173
Ritchie,S,7,KA,KA3,M,2,Ritchie_7_KA3_2,1340,942,Denmark,55.945,10.213,15
Ritchie,S,10,KA,KA5,F,1,Ritchie_10_KA5_1,1392,942,Denmark,55.945,10.213,15
Ritchie,S,13,KA,KA6,F,2,Ritchie_13_KA6_2,1492,942,Denmark,55.945,10.213,15
Ritchie,S,4,MA,MA5,F,3,Ritchie_4_MA5_3,1676,942,Austria,48.375,15.56,572
Ritchie,S,3,YE,YE11,M,2,Ritchie_3_YE11_2,533,942,Turkey,40.231,32.26,680
Posnien,S,1,VA,VA6,F,1,Posnien_1_VA6_1,3,941.576,Russia,57.979,33.244,217
Schmidt,NS,1,GI,GI5,F,1,Schmidt_1_GI5_1,6,941.45,Spain,41.618,0.62,173
Schmidt,NS,1,MA,MA31,F,1,Schmidt_1_MA31_1,6,941.27,Austria,48.375,15.56,572
Posnien,S,1,YE,YE19,F,1,Posnien_1_YE19_1,8,941.21,Turkey,40.231,32.26,680
Schmidt,NS,1,KA,KA10,F,1,Schmidt_1_KA10_1,6,941.1722393,Denmark,55.945,10.213,15
Kozeretska,NS,1,MA,MA31,F,1,Kozeretska_1_MA31_1,2,941,Austria,48.375,15.56,572
Kozeretska,NS,2,KA,KA14,M,1,Kozeretska_2_KA14_1,2,941,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA14,M,1,Kozeretska_2_KA14_1,6,941,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA14,M,1,Kozeretska_2_KA14_1,13,941,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA14,M,1,Kozeretska_2_KA14_1,18,941,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA14,M,1,Kozeretska_2_KA14_1,19,941,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA14,F,1,Kozeretska_2_KA14_1,12,941,Denmark,55.945,10.213,15
Ritchie,S,6,AK,AK2,F,1,Ritchie_6_AK2_1,335,941,Finland,61.1,23.52,88
Ritchie,S,2,GI,GI1,F,1,Ritchie_2_GI1_1,7,941,Spain,41.618,0.62,173
Ritchie,S,2,GI,GI1,F,1,Ritchie_2_GI1_1,14,941,Spain,41.618,0.62,173
Ritchie,S,10,KA,KA5,F,3,Ritchie_10_KA5_3,1442,941,Denmark,55.945,10.213,15
Ritchie,S,10,MA,MA7,M,3,Ritchie_10_MA7_3,1858,941,Austria,48.375,15.56,572
Ritchie,S,3,MU,MU1,F,1,Ritchie_3_MU1_1,1945,941,Germany,48.18,11.61,520
Ritchie,S,3,MU,MU1,F,2,Ritchie_3_MU1_2,1971,941,Germany,48.18,11.61,520
Ritchie,S,3,MU,MU1,M,3,Ritchie_3_MU1_3,2027,941,Germany,48.18,11.61,520
Ritchie,S,11,YE,YE15,F,1,Ritchie_11_YE15_1,738,941,Turkey,40.231,32.26,680
Schmidt,NS,1,KA,KA6,F,1,Schmidt_1_KA6_1,6,940.9829754,Denmark,55.945,10.213,15
Posnien,S,1,VA,VA15,F,1,Posnien_1_VA15_1,9,940.939,Russia,57.979,33.244,217
Schmidt,NS,1,AK,AK20,F,1,Schmidt_1_AK20_1,6,940.93,Finland,61.1,23.52,88
Posnien,S,1,KA,KA16,F,1,Posnien_1_KA16_1,6,940.91,Denmark,55.945,10.213,15
Schmidt,NS,1,AK,AK3,F,1,Schmidt_1_AK3_1,1,940.88,Finland,61.1,23.52,88
Schmidt,NS,1,VA,VA26,F,1,Schmidt_1_VA26_1,6,940.6718416,Russia,57.979,33.244,217
Kozeretska,NS,1,AK,AK1,F,1,Kozeretska_1_AK1_1,19,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK4,F,1,Kozeretska_1_AK4_1,5,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK3,F,1,Kozeretska_1_AK3_1,10,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK3,F,1,Kozeretska_1_AK3_1,19,940,Finland,61.1,23.52,88
Kozeretska,NS,1,GI,GI2,F,1,Kozeretska_1_GI2_1,5,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI3,F,1,Kozeretska_1_GI3_1,1,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI3,F,1,Kozeretska_1_GI3_1,17,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI1,M,1,Kozeretska_1_GI1_1,8,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI1,F,1,Kozeretska_1_GI1_1,1,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI1,F,1,Kozeretska_1_GI1_1,19,940,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI1,F,1,Kozeretska_2_GI1_1,19,940,Spain,41.618,0.62,173
Kozeretska,NS,2,MA,MA3,F,1,Kozeretska_2_MA3_1,14,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA7,M,1,Kozeretska_1_MA7_1,2,940,Austria,48.375,15.56,572
Kozeretska,NS,2,KA,KA1,F,1,Kozeretska_2_KA1_1,2,940,Denmark,55.945,10.213,15
Kozeretska,NS,1,MU,MU9,F,1,Kozeretska_1_MU9_1,14,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU13,F,1,Kozeretska_1_MU13_1,7,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU6,F,1,Kozeretska_1_MU6_1,8,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU6,F,1,Kozeretska_1_MU6_1,9,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU6,F,1,Kozeretska_2_MU6_1,5,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU18,F,1,Kozeretska_2_MU18_1,5,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU15,M,1,Kozeretska_2_MU15_1,8,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU15,F,1,Kozeretska_1_MU15_1,13,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU15,F,1,Kozeretska_2_MU15_1,6,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU15,F,1,Kozeretska_2_MU15_1,9,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU7,F,1,Kozeretska_1_MU7_1,4,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU7,F,1,Kozeretska_2_MU7_1,2,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU7,F,1,Kozeretska_2_MU7_1,5,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU12,M,1,Kozeretska_1_MU12_1,13,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU12,M,1,Kozeretska_2_MU12_1,10,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU12,F,1,Kozeretska_1_MU12_1,8,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU12,F,1,Kozeretska_1_MU12_1,11,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU12,F,1,Kozeretska_1_MU12_1,14,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU3,M,1,Kozeretska_1_MU3_1,11,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU3,M,1,Kozeretska_2_MU3_1,4,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU3,F,1,Kozeretska_2_MU3_1,8,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU17,F,1,Kozeretska_2_MU17_1,1,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU20,M,1,Kozeretska_1_MU20_1,7,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU14,F,1,Kozeretska_2_MU14_1,18,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,M,1,Kozeretska_1_MU5_1,1,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,M,1,Kozeretska_1_MU5_1,9,940,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,M,1,Kozeretska_1_MU5_1,17,940,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU5,F,1,Kozeretska_2_MU5_1,19,940,Germany,48.18,11.61,520
Kozeretska,NS,2,AK,AK16,F,1,Kozeretska_2_AK16_1,17,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK10,F,1,Kozeretska_1_AK10_1,13,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK7,F,1,Kozeretska_1_AK7_1,4,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK7,F,1,Kozeretska_1_AK7_1,19,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK13,M,1,Kozeretska_1_AK13_1,11,940,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK13,F,1,Kozeretska_2_AK13_1,2,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK20,F,1,Kozeretska_1_AK20_1,9,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK5,F,1,Kozeretska_1_AK5_1,5,940,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK9,F,1,Kozeretska_2_AK9_1,13,940,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK11,F,1,Kozeretska_2_AK11_1,1,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK14,F,1,Kozeretska_1_AK14_1,1,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK6,F,1,Kozeretska_1_AK6_1,5,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK6,F,1,Kozeretska_1_AK6_1,17,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK6,F,1,Kozeretska_1_AK6_1,19,940,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK21,M,1,Kozeretska_1_AK21_1,9,940,Finland,61.1,23.52,88
Kozeretska,NS,2,GI,GI14,F,1,Kozeretska_2_GI14_1,2,940,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI14,F,1,Kozeretska_2_GI14_1,8,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI8,F,1,Kozeretska_1_GI8_1,7,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI6,F,1,Kozeretska_1_GI6_1,6,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI6,F,1,Kozeretska_1_GI6_1,17,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI15,F,1,Kozeretska_1_GI15_1,3,940,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI15,F,1,Kozeretska_1_GI15_1,12,940,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI11,F,1,Kozeretska_2_GI11_1,7,940,Spain,41.618,0.62,173
Kozeretska,NS,2,MA,MA20,F,1,Kozeretska_2_MA20_1,3,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA19,F,1,Kozeretska_1_MA19_1,9,940,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA19,F,1,Kozeretska_2_MA19_1,7,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA21,F,1,Kozeretska_1_MA21_1,4,940,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA21,F,1,Kozeretska_2_MA21_1,17,940,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA31,F,1,Kozeretska_2_MA31_1,17,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA16,M,1,Kozeretska_1_MA16_1,8,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA16,M,1,Kozeretska_1_MA16_1,18,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA16,F,1,Kozeretska_1_MA16_1,6,940,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA16,F,1,Kozeretska_2_MA16_1,1,940,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA16,F,1,Kozeretska_2_MA16_1,6,940,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA16,F,1,Kozeretska_2_MA16_1,14,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA18,M,1,Kozeretska_1_MA18_1,2,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA18,M,1,Kozeretska_1_MA18_1,10,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA18,F,1,Kozeretska_1_MA18_1,1,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA30,M,1,Kozeretska_1_MA30_1,18,940,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA32,M,1,Kozeretska_2_MA32_1,7,940,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA33,M,1,Kozeretska_1_MA33_1,10,940,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA33,F,1,Kozeretska_2_MA33_1,15,940,Austria,48.375,15.56,572
Kozeretska,NS,2,UM,UM20,F,1,Kozeretska_2_UM20_1,11,940,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM20,F,1,Kozeretska_2_UM20_1,12,940,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM21,F,1,Kozeretska_1_UM21_1,14,940,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM7,F,1,Kozeretska_1_UM7_1,5,940,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM7,F,1,Kozeretska_2_UM7_1,15,940,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM13,F,1,Kozeretska_2_UM13_1,1,940,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM13,F,1,Kozeretska_2_UM13_1,12,940,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM2,F,1,Kozeretska_1_UM2_1,12,940,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM2,F,1,Kozeretska_2_UM2_1,20,940,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM18,F,1,Kozeretska_2_UM18_1,2,940,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM18,F,1,Kozeretska_2_UM18_1,8,940,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM23,F,1,Kozeretska_1_UM23_1,8,940,Ukraine,48.753,30.206,214
Kozeretska,NS,1,KA,KA13,F,1,Kozeretska_1_KA13_1,9,940,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA17,F,1,Kozeretska_1_KA17_1,18,940,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA17,F,1,Kozeretska_2_KA17_1,19,940,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA16,F,1,Kozeretska_1_KA16_1,5,940,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA16,F,1,Kozeretska_1_KA16_1,9,940,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA2,F,1,Kozeretska_2_KA2_1,16,940,Denmark,55.945,10.213,15
Kozeretska,NS,1,VA,VA34,F,1,Kozeretska_1_VA34_1,11,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA34,F,1,Kozeretska_1_VA34_1,14,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA34,F,1,Kozeretska_1_VA34_1,15,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA1,F,1,Kozeretska_2_VA1_1,3,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA46,F,1,Kozeretska_1_VA46_1,19,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA22,F,1,Kozeretska_1_VA22_1,17,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA22,F,1,Kozeretska_1_VA22_1,20,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA11,M,1,Kozeretska_1_VA11_1,15,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA11,F,1,Kozeretska_1_VA11_1,14,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA11,F,1,Kozeretska_2_VA11_1,5,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA15,M,1,Kozeretska_2_VA15_1,3,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA15,M,1,Kozeretska_2_VA15_1,10,940,Russia,57.979,33.244,217
