Supervisor.PI,Diet,Batch,Population,Line,Sex,ReplicateVialOld,ReplicateVial,Individual,TL_micrometers,Country,Latitude,Longitude,Altitude
Kozeretska,NS,1,VA,VA18,F,1,Kozeretska_1_VA18_1,4,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA18,F,1,Kozeretska_2_VA18_1,6,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA35,F,1,Kozeretska_1_VA35_1,4,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA44,M,1,Kozeretska_1_VA44_1,3,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA44,F,1,Kozeretska_2_VA44_1,4,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA57,M,1,Kozeretska_1_VA57_1,4,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA57,F,1,Kozeretska_2_VA57_1,11,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA67,F,1,Kozeretska_2_VA67_1,18,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA48,M,1,Kozeretska_1_VA48_1,6,940,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA48,F,1,Kozeretska_1_VA48_1,3,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA48,F,1,Kozeretska_2_VA48_1,9,940,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA55,F,1,Kozeretska_2_VA55_1,1,940,Russia,57.979,33.244,217
Kozeretska,NS,1,YE,YE51,F,1,Kozeretska_1_YE51_1,20,940,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE49,F,1,Kozeretska_1_YE49_1,6,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE49,F,1,Kozeretska_2_YE49_1,11,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE49,F,1,Kozeretska_2_YE49_1,14,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE49,F,1,Kozeretska_2_YE49_1,16,940,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE22,F,1,Kozeretska_1_YE22_1,20,940,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE26,M,1,Kozeretska_1_YE26_1,12,940,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE27,M,1,Kozeretska_1_YE27_1,6,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE27,M,1,Kozeretska_2_YE27_1,7,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE27,F,1,Kozeretska_2_YE27_1,9,940,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE40,F,1,Kozeretska_1_YE40_1,19,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE48,M,1,Kozeretska_2_YE48_1,10,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE48,F,1,Kozeretska_2_YE48_1,12,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE48,F,1,Kozeretska_2_YE48_1,20,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE80,F,1,Kozeretska_2_YE80_1,5,940,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE13,F,1,Kozeretska_1_YE13_1,1,940,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE13,F,1,Kozeretska_1_YE13_1,4,940,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE13,F,1,Kozeretska_1_YE13_1,14,940,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE14,F,1,Kozeretska_1_YE14_1,5,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE14,F,1,Kozeretska_2_YE14_1,13,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE80,F,1,Kozeretska_2_YE80_1,19,940,Turkey,40.231,32.26,680
Kozeretska,NS,2,RE,RE2,M,1,Kozeretska_2_RE2_1,7,940,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE17,F,1,Kozeretska_1_RE17_1,1,940,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE17,F,1,Kozeretska_2_RE17_1,16,940,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE3,M,1,Kozeretska_1_RE3_1,4,940,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE1,M,1,Kozeretska_1_RE1_1,7,940,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE1,F,1,Kozeretska_2_RE1_1,5,940,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE1,F,1,Kozeretska_2_RE1_1,9,940,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE1,F,1,Kozeretska_2_RE1_1,14,940,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE6,F,1,Kozeretska_1_RE6_1,8,940,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE10,M,1,Kozeretska_1_RE10_1,11,940,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE10,M,1,Kozeretska_2_RE10_1,18,940,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE10,F,1,Kozeretska_1_RE10_1,1,940,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE10,F,1,Kozeretska_2_RE10_1,6,940,Portugal,41.15,-8.41,175
Ritchie,S,2,AK,AK1,F,2,Ritchie_2_AK1_2,269,940,Finland,61.1,23.52,88
Ritchie,S,6,AK,AK2,F,3,Ritchie_6_AK2_3,374,940,Finland,61.1,23.52,88
Ritchie,S,9,AK,AK3,F,1,Ritchie_9_AK3_1,403,940,Finland,61.1,23.52,88
Ritchie,S,12,AK,AK4,F,3,Ritchie_12_AK4_3,947,940,Finland,61.1,23.52,88
Schmidt,NS,1,MA,MA33,F,1,Schmidt_1_MA33_1,6,939.52,Austria,48.375,15.56,572
Schmidt,NS,1,AK,AK20,F,1,Schmidt_1_AK20_1,7,939.09,Finland,61.1,23.52,88
Ritchie,S,6,AK,AK2,M,2,Ritchie_6_AK2_2,367,939,Finland,61.1,23.52,88
Ritchie,S,3,MU,MU1,F,2,Ritchie_3_MU1_2,1973,939,Germany,48.18,11.61,520
Ritchie,S,3,MU,MU1,F,3,Ritchie_3_MU1_3,2006,939,Germany,48.18,11.61,520
Ritchie,S,4,MU,MU2,M,3,Ritchie_4_MU2_3,2106,939,Germany,48.18,11.61,520
Ritchie,S,4,MU,MU2,M,3,Ritchie_4_MU2_3,2111,939,Germany,48.18,11.61,520
Ritchie,S,9,YE,YE14,M,2,Ritchie_9_YE14_2,704,939,Turkey,40.231,32.26,680
Ritchie,S,11,YE,YE15,F,1,Ritchie_11_YE15_1,740,939,Turkey,40.231,32.26,680
Posnien,S,1,YE,YE14,F,1,Posnien_1_YE14_1,8,938.842,Turkey,40.231,32.26,680
Schmidt,NS,1,VA,VA34,F,1,Schmidt_1_VA34_1,5,938.311116,Russia,57.979,33.244,217
Ritchie,S,12,AK,AK4,M,2,Ritchie_12_AK4_2,926,938,Finland,61.1,23.52,88
Ritchie,S,4,KA,KA2,F,1,Ritchie_4_KA2_1,1224,938,Denmark,55.945,10.213,15
Ritchie,S,10,KA,KA5,F,3,Ritchie_10_KA5_3,1434,938,Denmark,55.945,10.213,15
Ritchie,S,4,MU,MU2,F,2,Ritchie_4_MU2_2,2071,938,Germany,48.18,11.61,520
Ritchie,S,11,YE,YE15,F,2,Ritchie_11_YE15_2,767,938,Turkey,40.231,32.26,680
Posnien,S,1,GI,GI14,F,1,Posnien_1_GI14_1,3,937.683,Spain,41.618,0.62,173
Schmidt,NS,1,MU,MU1,F,1,Schmidt_1_MU1_1,8,937.53,Germany,48.18,11.61,520
Posnien,S,1,UM,UM9,F,1,Posnien_1_UM9_1,1,937.384,Ukraine,48.753,30.206,214
Schmidt,NS,1,YE,YE33,F,1,Schmidt_1_YE33_1,8,937.31,Turkey,40.231,32.26,680
Schmidt,NS,1,KA,KA10,F,1,Schmidt_1_KA10_1,8,937.2789075,Denmark,55.945,10.213,15
Posnien,S,1,RE,RE15,F,1,Posnien_1_RE15_1,6,937.24,Portugal,41.15,-8.41,175
Schmidt,NS,1,KA,KA13,F,1,Schmidt_1_KA13_1,6,937.21446,Denmark,55.945,10.213,15
Schmidt,NS,1,GI,GI9,F,1,Schmidt_1_GI9_1,2,937.02,Spain,41.618,0.62,173
Ritchie,S,12,AK,AK4,F,1,Ritchie_12_AK4_1,893,937,Finland,61.1,23.52,88
Ritchie,S,6,GI,GI2,F,2,Ritchie_6_GI2_2,116,937,Spain,41.618,0.62,173
Ritchie,S,15,GI,GI5,F,3,Ritchie_15_GI5_3,1105,937,Spain,41.618,0.62,173
Ritchie,S,15,GI,GI5,F,3,Ritchie_15_GI5_3,1107,937,Spain,41.618,0.62,173
Ritchie,S,15,GI,GI5,F,3,Ritchie_15_GI5_3,1108,937,Spain,41.618,0.62,173
Ritchie,S,4,MA,MA5,F,2,Ritchie_4_MA5_2,1647,937,Austria,48.375,15.56,572
Ritchie,S,6,YE,YE13,F,1,Ritchie_6_YE13_1,575,937,Turkey,40.231,32.26,680
Posnien,S,1,MA,MA30,F,1,Posnien_1_MA30_1,5,936.695,Austria,48.375,15.56,572
Schmidt,NS,1,KA,KA10,F,1,Schmidt_1_KA10_1,4,936.6524222,Denmark,55.945,10.213,15
Schmidt,NS,1,AK,AK7,F,1,Schmidt_1_AK7_1,3,936.62,Finland,61.1,23.52,88
Posnien,S,1,UM,UM20,F,1,Posnien_1_UM20_1,8,936.407,Ukraine,48.753,30.206,214
Schmidt,NS,1,AK,AK5,F,1,Schmidt_1_AK5_1,1,936.4,Finland,61.1,23.52,88
Schmidt,NS,1,MA,MA31,F,1,Schmidt_1_MA31_1,2,936.35,Austria,48.375,15.56,572
Schmidt,NS,1,UM,UM2,F,1,Schmidt_1_UM2_1,1,936.1562263,Ukraine,48.753,30.206,214
Schmidt,NS,1,AK,AK20,F,1,Schmidt_1_AK20_1,3,936.08,Finland,61.1,23.52,88
Kozeretska,NS,1,MU,MU6,F,1,Kozeretska_1_MU6_1,3,936,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU6,F,1,Kozeretska_1_MU6_1,14,936,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU15,F,1,Kozeretska_1_MU15_1,11,936,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU15,F,1,Kozeretska_2_MU15_1,8,936,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU15,F,1,Kozeretska_2_MU15_1,18,936,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU7,M,1,Kozeretska_1_MU7_1,1,936,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU7,M,1,Kozeretska_1_MU7_1,18,936,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU7,F,1,Kozeretska_2_MU7_1,18,936,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,M,1,Kozeretska_1_MU5_1,4,936,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,M,1,Kozeretska_1_MU5_1,13,936,Germany,48.18,11.61,520
Kozeretska,NS,2,AK,AK8,M,1,Kozeretska_2_AK8_1,19,936,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK8,F,1,Kozeretska_1_AK8_1,1,936,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK1,F,1,Kozeretska_1_AK1_1,9,936,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK1,F,1,Kozeretska_2_AK1_1,4,936,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK7,F,1,Kozeretska_1_AK7_1,10,936,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK4,F,1,Kozeretska_2_AK4_1,4,936,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK4,F,1,Kozeretska_2_AK4_1,5,936,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK4,F,1,Kozeretska_2_AK4_1,14,936,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK5,F,1,Kozeretska_2_AK5_1,7,936,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK9,F,1,Kozeretska_2_AK9_1,6,936,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK14,F,1,Kozeretska_1_AK14_1,12,936,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK3,M,1,Kozeretska_2_AK3_1,3,936,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK3,M,1,Kozeretska_2_AK3_1,14,936,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK3,F,1,Kozeretska_1_AK3_1,9,936,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK6,F,1,Kozeretska_1_AK6_1,2,936,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK6,F,1,Kozeretska_1_AK6_1,15,936,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK15,M,1,Kozeretska_1_AK15_1,15,936,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK15,F,1,Kozeretska_1_AK15_1,5,936,Finland,61.1,23.52,88
Kozeretska,NS,1,GI,GI14,F,1,Kozeretska_1_GI14_1,8,936,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI14,F,1,Kozeretska_1_GI14_1,15,936,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI14,F,1,Kozeretska_1_GI14_1,16,936,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI14,F,1,Kozeretska_2_GI14_1,18,936,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI14,F,1,Kozeretska_2_GI14_1,19,936,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI3,F,1,Kozeretska_2_GI3_1,6,936,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI8,F,1,Kozeretska_2_GI8_1,11,936,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI9,F,1,Kozeretska_1_GI9_1,12,936,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI6,F,1,Kozeretska_2_GI6_1,4,936,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI11,F,1,Kozeretska_1_GI11_1,4,936,Spain,41.618,0.62,173
Kozeretska,NS,1,MA,MA20,F,1,Kozeretska_1_MA20_1,11,936,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA3,F,1,Kozeretska_2_MA3_1,13,936,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA21,F,1,Kozeretska_2_MA21_1,8,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA16,F,1,Kozeretska_1_MA16_1,8,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA16,F,1,Kozeretska_1_MA16_1,19,936,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA16,F,1,Kozeretska_2_MA16_1,2,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA18,M,1,Kozeretska_1_MA18_1,7,936,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA18,F,1,Kozeretska_2_MA18_1,15,936,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA30,M,1,Kozeretska_2_MA30_1,4,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA28,M,1,Kozeretska_1_MA28_1,10,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA28,F,1,Kozeretska_1_MA28_1,17,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA32,M,1,Kozeretska_1_MA32_1,5,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA32,M,1,Kozeretska_1_MA32_1,8,936,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA32,M,1,Kozeretska_2_MA32_1,3,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA7,M,1,Kozeretska_1_MA7_1,6,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA7,M,1,Kozeretska_1_MA7_1,19,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA7,F,1,Kozeretska_1_MA7_1,12,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA6,F,1,Kozeretska_1_MA6_1,11,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA6,F,1,Kozeretska_1_MA6_1,17,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA13,M,1,Kozeretska_1_MA13_1,19,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA33,M,1,Kozeretska_1_MA33_1,18,936,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA33,M,1,Kozeretska_1_MA33_1,20,936,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA33,F,1,Kozeretska_2_MA33_1,14,936,Austria,48.375,15.56,572
Kozeretska,NS,1,UM,UM20,F,1,Kozeretska_1_UM20_1,6,936,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM20,F,1,Kozeretska_1_UM20_1,15,936,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM20,F,1,Kozeretska_1_UM20_1,20,936,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM20,F,1,Kozeretska_2_UM20_1,13,936,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM7,F,1,Kozeretska_2_UM7_1,10,936,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM13,F,1,Kozeretska_1_UM13_1,13,936,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM13,F,1,Kozeretska_2_UM13_1,10,936,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM18,F,1,Kozeretska_1_UM18_1,5,936,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM18,F,1,Kozeretska_2_UM18_1,16,936,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM23,M,1,Kozeretska_1_UM23_1,10,936,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM23,F,1,Kozeretska_2_UM23_1,6,936,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM29,F,1,Kozeretska_2_UM29_1,17,936,Ukraine,48.753,30.206,214
Kozeretska,NS,2,KA,KA15,F,1,Kozeretska_2_KA15_1,9,936,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA7,F,1,Kozeretska_2_KA7_1,7,936,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA17,F,1,Kozeretska_2_KA17_1,18,936,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA5,F,1,Kozeretska_2_KA5_1,6,936,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA3,F,1,Kozeretska_2_KA3_1,14,936,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA16,F,1,Kozeretska_1_KA16_1,14,936,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA16,F,1,Kozeretska_2_KA16_1,20,936,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA1,F,1,Kozeretska_1_KA1_1,18,936,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA1,F,1,Kozeretska_2_KA1_1,8,936,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA18,F,1,Kozeretska_1_KA18_1,2,936,Denmark,55.945,10.213,15
Kozeretska,NS,1,VA,VA34,F,1,Kozeretska_1_VA34_1,20,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA1,F,1,Kozeretska_2_VA1_1,19,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA6,F,1,Kozeretska_1_VA6_1,10,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA9,F,1,Kozeretska_1_VA9_1,1,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA66,F,1,Kozeretska_1_VA66_1,5,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA66,F,1,Kozeretska_2_VA66_1,5,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA66,F,1,Kozeretska_2_VA66_1,11,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA46,F,1,Kozeretska_1_VA46_1,13,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA22,F,1,Kozeretska_2_VA22_1,9,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA11,M,1,Kozeretska_2_VA11_1,15,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA15,M,1,Kozeretska_2_VA15_1,12,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA15,F,1,Kozeretska_2_VA15_1,20,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA18,F,1,Kozeretska_1_VA18_1,16,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA18,F,1,Kozeretska_1_VA18_1,18,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA18,F,1,Kozeretska_2_VA18_1,17,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA35,F,1,Kozeretska_1_VA35_1,6,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA35,F,1,Kozeretska_1_VA35_1,7,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA35,F,1,Kozeretska_2_VA35_1,4,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA44,M,1,Kozeretska_1_VA44_1,15,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA57,F,1,Kozeretska_1_VA57_1,19,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA57,F,1,Kozeretska_2_VA57_1,5,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA71,M,1,Kozeretska_2_VA71_1,6,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA71,F,1,Kozeretska_2_VA71_1,14,936,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA48,M,1,Kozeretska_1_VA48_1,14,936,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA55,F,1,Kozeretska_2_VA55_1,6,936,Russia,57.979,33.244,217
Kozeretska,NS,1,YE,YE19,F,1,Kozeretska_1_YE19_1,7,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE19,F,1,Kozeretska_2_YE19_1,14,936,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE14,F,1,Kozeretska_1_YE14_1,3,936,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE14,F,1,Kozeretska_1_YE14_1,10,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE14,F,1,Kozeretska_2_YE14_1,7,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE14,F,1,Kozeretska_2_YE14_1,10,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE33,M,1,Kozeretska_2_YE33_1,15,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE49,M,1,Kozeretska_2_YE49_1,14,936,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE49,F,1,Kozeretska_1_YE49_1,19,936,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE49,F,1,Kozeretska_1_YE49_1,20,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE49,F,1,Kozeretska_2_YE49_1,8,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE22,F,1,Kozeretska_2_YE22_1,15,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE22,F,1,Kozeretska_2_YE22_1,19,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE27,M,1,Kozeretska_2_YE27_1,18,936,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE40,F,1,Kozeretska_1_YE40_1,20,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE40,F,1,Kozeretska_2_YE40_1,10,936,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE40,F,1,Kozeretska_2_YE40_1,20,936,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE80,M,1,Kozeretska_1_YE80_1,18,936,Turkey,40.231,32.26,680
Kozeretska,NS,1,RE,RE13,F,1,Kozeretska_1_RE13_1,17,936,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE13,F,1,Kozeretska_2_RE13_1,2,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE2,F,1,Kozeretska_1_RE2_1,5,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE17,F,1,Kozeretska_1_RE17_1,2,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE17,F,1,Kozeretska_1_RE17_1,19,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE12,F,1,Kozeretska_1_RE12_1,20,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE15,M,1,Kozeretska_1_RE15_1,18,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE15,F,1,Kozeretska_1_RE15_1,20,936,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE15,F,1,Kozeretska_2_RE15_1,19,936,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE11,M,1,Kozeretska_2_RE11_1,15,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE3,F,1,Kozeretska_1_RE3_1,17,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE1,F,1,Kozeretska_1_RE1_1,17,936,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE1,F,1,Kozeretska_2_RE1_1,19,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE6,M,1,Kozeretska_1_RE6_1,3,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE6,M,1,Kozeretska_1_RE6_1,10,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE6,M,1,Kozeretska_1_RE6_1,13,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE7,F,1,Kozeretska_1_RE7_1,13,936,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE7,F,1,Kozeretska_1_RE7_1,20,936,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE7,F,1,Kozeretska_2_RE7_1,6,936,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE10,F,1,Kozeretska_2_RE10_1,1,936,Portugal,41.15,-8.41,175
Ritchie,S,4,KA,KA2,F,3,Ritchie_4_KA2_3,1269,936,Denmark,55.945,10.213,15
Ritchie,S,7,MA,MA6,M,2,Ritchie_7_MA6_2,1751,936,Austria,48.375,15.56,572
Ritchie,S,10,MA,MA7,F,3,Ritchie_10_MA7_3,1846,936,Austria,48.375,15.56,572
Ritchie,S,13,MA,MA9,F,1,Ritchie_13_MA9_1,1871,936,Austria,48.375,15.56,572
Posnien,S,1,AK,AK12,F,1,Posnien_1_AK12_1,6,935.948,Finland,61.1,23.52,88
Schmidt,NS,1,UM,UM21,F,1,Schmidt_1_UM21_1,3,935.8997553,Ukraine,48.753,30.206,214
Posnien,S,1,GI,GI7,F,1,Posnien_1_GI7_1,5,935.805,Spain,41.618,0.62,173
Posnien,S,1,MU,MU4,M,1,Posnien_1_MU4_1,4,935.339,Germany,48.18,11.61,520
Schmidt,NS,1,KA,KA9,F,1,Schmidt_1_KA9_1,7,935.1547637,Denmark,55.945,10.213,15
Ritchie,S,2,GI,GI1,F,1,Ritchie_2_GI1_1,1,935,Spain,41.618,0.62,173
Ritchie,S,13,KA,KA6,F,1,Ritchie_13_KA6_1,1461,935,Denmark,55.945,10.213,15
Ritchie,S,6,YE,YE13,M,1,Ritchie_6_YE13_1,584,935,Turkey,40.231,32.26,680
