Model	Trait	Lab	Sex	Population	Line	Value_re	SE_re
lmer_pop	SR	Pasyukova	F	MA	MA7	-6.775	3.594
lmer_pop	SR	Pasyukova	F	MA	MA9	-0.367	3.594
lmer_pop	SR	Pasyukova	F	MU	MU1	-9.388	3.594
lmer_pop	SR	Pasyukova	F	MU	MU10	-16.996	3.594
lmer_pop	SR	Pasyukova	F	MU	MU11	3.611	3.598
lmer_pop	SR	Pasyukova	F	MU	MU12	14.87	3.594
lmer_pop	SR	Pasyukova	F	MU	MU13	-16.409	3.594
lmer_pop	SR	Pasyukova	F	MU	MU14	-8.94	3.594
lmer_pop	SR	Pasyukova	F	MU	MU15	18.272	3.594
lmer_pop	SR	Pasyukova	F	MU	MU16	-3.294	3.756
lmer_pop	SR	Pasyukova	F	MU	MU17	11.714	3.594
lmer_pop	SR	Pasyukova	F	MU	MU18	2.585	3.598
lmer_pop	SR	Pasyukova	F	MU	MU19	16.937	3.594
lmer_pop	SR	Pasyukova	F	MU	MU2	4.585	3.594
lmer_pop	SR	Pasyukova	F	MU	MU20	16.843	3.598
lmer_pop	SR	Pasyukova	F	MU	MU3	-7.641	3.594
lmer_pop	SR	Pasyukova	F	MU	MU4	-1.76	3.594
lmer_pop	SR	Pasyukova	F	MU	MU5	0.977	3.594
lmer_pop	SR	Pasyukova	F	MU	MU6	-12.239	3.594
lmer_pop	SR	Pasyukova	F	MU	MU7	-20.457	3.596
lmer_pop	SR	Pasyukova	F	MU	MU8	8.311	3.594
lmer_pop	SR	Pasyukova	F	MU	MU9	-1.582	3.594
lmer_pop	SR	Pasyukova	F	RE	RE1	-13.583	3.616
lmer_pop	SR	Pasyukova	F	RE	RE10	-3.247	3.594
lmer_pop	SR	Pasyukova	F	RE	RE11	-8.094	3.594
lmer_pop	SR	Pasyukova	F	RE	RE12	13.221	3.594
lmer_pop	SR	Pasyukova	F	RE	RE13	8.928	3.594
lmer_pop	SR	Pasyukova	F	RE	RE15	-16.989	3.596
lmer_pop	SR	Pasyukova	F	RE	RE16	18.315	3.594
lmer_pop	SR	Pasyukova	F	RE	RE17	11.288	3.594
lmer_pop	SR	Pasyukova	F	RE	RE18	2.092	3.594
lmer_pop	SR	Pasyukova	F	RE	RE2	-0.965	3.594
lmer_pop	SR	Pasyukova	F	RE	RE3	-2.478	3.594
