Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,MostAdvancedStage,NumberOfEggs,Country,Latitude,Longitude,Altitude
Schlotterer,NS,1,MU,MU20,F,6,14,1,Germany,48.180,11.610,520
Schlotterer,NS,1,MU,MU20,F,7,9,0,Germany,48.180,11.610,520
Schlotterer,NS,1,MU,MU20,F,8,7,0,Germany,48.180,11.610,520
Schlotterer,NS,1,MU,MU20,F,9,7,0,Germany,48.180,11.610,520
Schlotterer,NS,1,MU,MU20,F,10,7,0,Germany,48.180,11.610,520
Schlotterer,NS,1,MU,MU20,F,11,7,0,Germany,48.180,11.610,520
Schlotterer,NS,1,MU,MU20,F,12,7,0,Germany,48.180,11.610,520
Schlotterer,NS,1,MU,MU20,F,13,7,0,Germany,48.180,11.610,520
Schlotterer,NS,1,MU,MU20,F,14,7,0,Germany,48.180,11.610,520
Schlotterer,NS,1,MU,MU20,F,15,7,0,Germany,48.180,11.610,520
Schlotterer,NS,1,VA,VA44,F,1,14,3,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,2,14,4,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,3,14,2,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,4,14,1,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,5,8,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,6,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,7,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,8,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,9,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,10,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,11,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,12,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,13,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,14,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,VA,VA44,F,15,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,KA,KA3,F,1,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,2,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,3,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,4,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,5,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,6,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,7,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,8,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,9,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,10,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,11,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,12,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,13,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,14,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA3,F,15,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,1,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,2,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,3,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,4,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,5,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,6,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,7,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,8,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,9,14,4,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,10,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,11,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,12,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,13,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,14,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA14,F,15,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,1,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,2,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,3,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,4,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,5,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,6,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,7,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,8,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,9,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,10,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,11,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,12,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA2,F,13,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,1,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,2,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,3,8,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,4,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,5,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,6,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,7,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,8,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,9,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,10,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,11,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,12,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,13,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,14,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA6,F,15,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,1,9,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,2,14,5,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,3,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,4,14,12,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,5,14,7,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,6,14,3,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,7,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,8,14,6,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,9,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,10,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,11,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,12,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,13,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA15,F,14,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,2,AK,AK13,F,1,14,5,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,2,14,9,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,3,14,8,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,4,14,4,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,5,14,6,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,6,14,10,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,7,14,7,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,8,14,1,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,9,14,1,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,10,14,4,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,11,14,4,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,12,14,4,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,13,14,4,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,14,14,3,Finland,61.100,23.520,88
Schlotterer,NS,2,AK,AK13,F,15,14,5,Finland,61.100,23.520,88
Schlotterer,NS,2,VA,VA30,F,1,14,2,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,2,14,1,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,3,14,1,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,4,14,3,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,5,14,1,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,6,14,2,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,7,14,1,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,8,14,1,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,9,14,2,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,10,14,1,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,11,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,12,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,13,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,14,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA30,F,15,7,0,Russia,57.979,33.244,217
Schlotterer,NS,1,YE,YE80,F,1,14,1,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,2,14,1,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,3,14,1,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,4,14,2,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,5,14,1,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,6,14,1,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,7,14,3,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,8,7,0,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,9,7,0,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,10,7,0,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,11,7,0,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,12,7,0,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,13,7,0,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,14,7,0,Turkey,40.231,32.260,680
Schlotterer,NS,1,YE,YE80,F,15,7,0,Turkey,40.231,32.260,680
Schlotterer,NS,1,KA,KA11,F,1,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,2,8,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,3,14,4,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,4,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,5,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,6,14,3,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,7,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,8,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,9,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,10,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,11,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,12,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,13,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,14,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA11,F,15,14,3,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,1,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,2,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,3,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,4,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,5,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,6,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,7,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,8,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,9,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,10,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,11,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,12,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,13,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,14,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA16,F,15,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,2,MU,MU6,F,1,14,1,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,2,14,1,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,3,14,1,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,4,14,2,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,5,14,1,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,6,14,2,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,7,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,8,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,9,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,10,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,11,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,12,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,13,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,14,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU6,F,15,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,UM,UM9,F,1,8,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,2,8,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,3,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,4,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,5,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,6,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,7,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,8,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,9,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,10,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,11,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,12,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,13,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,14,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM9,F,15,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,1,8,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,2,8,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,3,9,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,4,9,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,5,8,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,6,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,7,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,8,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,9,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,10,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,11,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,12,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,13,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,14,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM20,F,15,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,MU,MU1,F,1,14,2,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,2,14,1,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,3,9,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,4,14,1,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,5,14,3,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,6,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,7,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,8,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,9,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,10,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,11,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,12,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,13,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,14,7,0,Germany,48.180,11.610,520
Schlotterer,NS,2,MU,MU1,F,15,7,0,Germany,48.180,11.610,520
Schlotterer,NS,1,KA,KA29,F,1,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,2,14,5,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,3,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,4,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,5,14,5,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,6,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,7,14,3,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,8,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,9,14,7,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,10,14,4,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,11,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,12,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,13,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,14,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,1,KA,KA29,F,15,7,0,Denmark,55.945,10.213,15
Schlotterer,NS,2,UM,UM4,F,1,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,2,14,3,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,3,14,4,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,4,14,4,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,5,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,6,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,7,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,8,14,2,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,9,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,10,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,11,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,12,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,13,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,14,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM4,F,15,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,VA,VA26,F,1,8,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,2,14,1,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,3,14,1,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,4,14,2,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,5,14,1,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,6,14,2,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,7,14,2,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,8,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,9,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,10,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,11,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,12,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,13,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,14,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,VA,VA26,F,15,7,0,Russia,57.979,33.244,217
Schlotterer,NS,2,UM,UM23,F,1,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,2,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,3,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,4,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,5,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,6,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,7,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,8,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,9,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,10,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,11,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,12,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,13,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,14,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM23,F,15,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,1,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,2,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,3,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,4,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,5,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,6,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,7,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,8,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,9,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,10,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,11,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,12,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,13,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,14,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM18,F,15,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,1,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,2,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,3,14,2,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,4,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,5,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,6,14,1,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,7,14,2,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,8,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,9,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,10,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,11,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,12,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,13,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,14,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,UM,UM13,F,15,7,0,Ukraine,48.753,30.206,214
Schlotterer,NS,2,KA,KA5,F,1,14,3,Denmark,55.945,10.213,15
Schlotterer,NS,2,KA,KA5,F,2,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,2,KA,KA5,F,3,14,1,Denmark,55.945,10.213,15
Schlotterer,NS,2,KA,KA5,F,4,14,3,Denmark,55.945,10.213,15
Schlotterer,NS,2,KA,KA5,F,5,14,2,Denmark,55.945,10.213,15
Schlotterer,NS,2,KA,KA5,F,6,14,4,Denmark,55.945,10.213,15
Schlotterer,NS,2,KA,KA5,F,7,8,0,Denmark,55.945,10.213,15
Schlotterer,NS,2,KA,KA5,F,8,14,4,Denmark,55.945,10.213,15
Schlotterer,NS,2,KA,KA5,F,9,14,5,Denmark,55.945,10.213,15
